渔船ID,x,y,速度,方向,time
10139,6314195.650027095,5249408.1303368285,2.21,149,1106 23:52:42
10139,6313692.1408202415,5249629.899594632,3.4,61,1106 23:42:41
10139,6312580.983899738,5249307.901455008,4.32,71,1106 23:33:27
10139,6310558.834533388,5248334.709840887,3.72,81,1106 23:12:38
10139,6309648.303434429,5247792.93634199,3.99,61,1106 23:02:39
10139,6308737.700935387,5247251.253659604,3.18,40,1106 22:52:34
10139,6307927.424166645,5246599.582523285,3.72,30,1106 22:42:36
10139,6307016.159034925,5245948.628851452,3.51,40,1106 22:32:35
10139,6306306.641714227,5245296.47267806,3.4,40,1106 22:22:38
10139,6305496.136115581,5244645.034001813,3.08,50,1106 22:12:35
10139,6304786.480574798,5243993.009519643,3.29,61,1106 22:10:58
10139,6303975.827358018,5243341.717783087,3.02,40,1106 21:52:36
10139,6303165.098031599,5242690.503597738,2.81,61,1106 21:42:36
10139,6302455.233066816,5242038.680316917,3.62,40,1106 21:32:34
10139,6294432.350589911,5233451.982127419,5.29,236,1106 19:32:40
10139,6295143.027482827,5234103.076889837,1.4,215,1106 19:22:25
10139,6296055.625154999,5234752.731706826,4.59,241,1106 19:12:26
10139,6297069.720992813,5235511.15230964,3.29,251,1106 19:02:25
10139,6300924.760467958,5238875.690036473,4.32,204,1106 18:22:19
10139,6301032.485374278,5240188.083515549,4.1,169,1106 18:12:17
10139,6301240.5759202475,5241390.39835071,4.21,177,1106 18:02:18
10139,6301758.7020024685,5244013.348779997,3.51,273,1106 17:43:52
10139,6303183.158920896,5246302.033530018,4.91,171,1106 17:22:18
10139,6304807.86385042,5248370.837591061,5.61,238,1106 17:02:15
10139,6305921.377962298,5249129.786667498,4.8,256,1106 16:52:12
10139,6307133.5866663875,5249450.408609232,5.07,276,1106 16:42:14
10139,6307533.026013329,5248572.221450843,2.7,40,1106 16:32:30
10139,6304901.815020225,5246947.321177917,2.91,50,1106 16:03:42
10139,6304901.815020225,5246947.321177917,2.91,50,1106 16:02:26
10139,6303480.979564218,5245315.001556105,1.62,40,1106 15:42:21
