渔船ID,x,y,速度,方向,time
10525,6326198.35481298,5217728.518420799,3.99,30,1117 11:51:36
10525,6325385.364052251,5216529.235484486,4.21,30,1117 11:41:19
10525,6324572.603987395,5215439.409705172,4.48,20,1117 11:31:26
10525,6323860.489915126,5214239.866520773,4.7,30,1117 11:21:14
10525,6323148.254168062,5213040.416168525,4.8,30,1117 11:11:18
10525,6322435.896835402,5211841.058705389,4.37,20,1117 11:01:25
10525,6321621.849857657,5210532.954425058,4.1,30,1117 10:51:20
10525,6320807.6514682835,5209224.966626011,5.61,20,1117 10:41:14
10525,6320195.28854031,5207806.751600176,5.5,20,1117 10:31:17
10525,6319482.006066003,5206498.4687567465,5.5,30,1117 10:21:10
10525,6318768.591589796,5205190.287326278,5.61,20,1117 10:11:20
10525,6318256.657790127,5203662.526932144,4.91,20,1117 10:01:19
10525,6317643.800651624,5202244.701821249,5.02,10,1117 09:51:10
10525,6317334.137413956,5200716.056433098,5.4,5,1117 09:41:07
10525,6317125.669131431,5199186.95059441,4.8,10,1117 09:31:01
10525,6316916.731363916,5197548.62796354,5.18,360,1117 09:21:03
10525,6316809.460691044,5196019.132779417,4.8,350,1117 09:10:59
10525,6316904.757616952,5194488.623840364,5.61,10,1117 09:01:04
10525,6317399.798940885,5191535.476239665,5.5,350,1117 08:41:05
10525,6317596.531668847,5190004.643736074,5.4,345,1117 08:31:03
10525,6318199.494873599,5188690.286239428,4.59,346,1117 08:20:56
10525,6319309.3045212235,5187373.416667892,9.5,268,1117 08:11:17
10525,6322248.721672572,5187468.095549667,8.8,278,1117 08:00:52
10525,6324783.453295934,5187783.988447093,7.5,261,1117 07:50:49
10525,6327318.762486761,5188319.040742613,7.18,248,1117 07:40:50
10525,6329041.539400462,5188311.754018992,1.19,40,1117 07:30:48
10525,6329142.879335422,5188311.334518627,8.31,208,1117 07:20:44
10525,6331577.5273346985,5189175.672478153,1.78,282,1117 07:10:46
10525,6333606.860285901,5190151.37536534,1.08,149,1117 07:00:47
10525,6333506.124818784,5190370.28577546,1.67,182,1117 06:50:47
10525,6333405.689154063,5190698.467681249,2.37,197,1117 06:40:44
10525,6333408.061953167,5191572.63305871,3.29,192,1117 06:30:45
