渔船ID,x,y,速度,方向,time
9923,6390727.313715624,5475316.9111852655,0.38,129,1106 23:52:12
9923,6390826.460619042,5475317.109197707,0.16,0,1106 23:42:12
9923,6390727.313715624,5475316.9111852655,0.27,0,1106 23:32:12
9923,6390727.313715624,5475316.9111852655,0.16,0,1106 23:22:13
9923,6390826.460619042,5475317.109197707,0.0,0,1106 23:13:42
9923,6390826.2848981265,5475427.199631026,0.27,138,1106 22:53:11
9923,6390826.460619042,5475317.109197707,0.38,84,1106 22:42:13
9923,6390826.2848981265,5475427.199631026,0.16,0,1106 22:32:13
9923,6390826.2848981265,5475427.199631026,0.16,0,1106 22:22:13
9923,6390826.2848981265,5475427.199631026,0.16,0,1106 22:12:13
9923,6390925.430916899,5475427.398634245,0.05,0,1106 21:22:13
9923,6390826.460619042,5475317.109197707,0.0,0,1106 19:32:13
9923,6390727.313715624,5475316.9111852655,0.49,305,1106 19:22:12
9923,6390727.313715624,5475316.9111852655,0.0,0,1106 19:12:13
9923,6390727.313715624,5475316.9111852655,0.05,0,1106 19:02:14
9923,6390727.313715624,5475316.9111852655,0.05,0,1106 18:53:11
9923,6390826.460619042,5475317.109197707,0.05,0,1106 18:42:14
9923,6390727.313715624,5475316.9111852655,0.05,0,1106 18:32:14
9923,6390727.313715624,5475316.9111852655,0.05,0,1106 18:22:14
9923,6390727.313715624,5475316.9111852655,0.16,0,1106 18:12:14
9923,6390727.313715624,5475316.9111852655,0.27,0,1106 18:02:14
9923,6390727.313715624,5475316.9111852655,0.38,17,1106 17:52:14
9923,6390727.313715624,5475316.9111852655,0.65,298,1106 17:42:14
9923,6390727.138873309,5475427.00162034,0.27,324,1106 17:32:14
9923,6390727.313715624,5475316.9111852655,0.27,0,1106 17:22:14
9923,6390727.138873309,5475427.00162034,0.05,0,1106 17:12:14
9923,6390727.138873309,5475427.00162034,0.16,0,1106 17:02:14
9923,6390727.313715624,5475316.9111852655,0.05,0,1106 16:53:12
9923,6390727.313715624,5475316.9111852655,0.38,52,1106 16:42:14
9923,6390727.313715624,5475316.9111852655,0.49,74,1106 16:32:14
9923,6390727.313715624,5475316.9111852655,0.16,0,1106 16:22:14
9923,6390727.138873309,5475427.00162034,0.27,0,1106 16:12:14
9923,6390727.138873309,5475427.00162034,0.27,123,1106 16:02:14
9923,6390727.138873309,5475427.00162034,0.38,117,1106 15:52:15
9923,6390727.138873309,5475427.00162034,0.05,0,1106 15:42:15
9923,6390727.138873309,5475427.00162034,0.27,143,1106 15:32:15
9923,6390727.138873309,5475427.00162034,0.05,0,1106 15:22:15
9923,6390727.138873309,5475427.00162034,0.16,48,1106 15:12:15
9923,6390727.138873309,5475427.00162034,0.27,165,1106 15:02:15
9923,6390727.138873309,5475427.00162034,0.27,348,1106 14:53:12
9923,6390727.138873309,5475427.00162034,0.16,0,1106 14:42:15
9923,6390727.138873309,5475427.00162034,0.27,0,1106 14:34:13
9923,6390727.138873309,5475427.00162034,0.16,0,1106 14:12:14
9923,6390727.138873309,5475427.00162034,0.0,0,1106 14:02:14
9923,6390727.138873309,5475427.00162034,0.16,0,1106 13:52:15
9923,6390727.138873309,5475427.00162034,0.05,0,1106 13:42:15
9923,6390727.138873309,5475427.00162034,0.38,47,1106 13:32:15
9923,6390727.138873309,5475427.00162034,0.27,343,1106 13:22:15
9923,6390727.138873309,5475427.00162034,0.49,126,1106 13:12:15
9923,6390727.138873309,5475427.00162034,0.27,8,1106 13:02:15
9923,6390727.138873309,5475427.00162034,0.16,0,1106 12:53:12
9923,6390727.138873309,5475427.00162034,0.16,0,1106 12:42:15
9923,6390727.138873309,5475427.00162034,0.16,0,1106 12:32:15
