渔船ID,x,y,速度,方向,time
10114,6335262.874115272,5203588.1280814735,0.11,0,1117 11:55:24
10114,6335060.987198295,5203807.469223526,2.59,166,1117 11:45:23
10114,6335368.343603717,5205227.4831011705,1.19,155,1117 11:35:22
10114,6335675.358738104,5206538.245074462,6.21,194,1117 11:25:21
10114,6335881.39943268,5207958.743997004,4.21,155,1117 11:15:22
10114,6336087.122573395,5209269.976863716,4.32,189,1117 11:06:20
10114,6336498.457691028,5211892.607971345,4.8,185,1117 10:45:28
10114,6336704.069613878,5213204.006095027,4.1,181,1117 10:35:33
10114,6336909.916057777,5214624.806283252,4.59,198,1117 10:25:12
10114,6337519.202708152,5215606.916934203,4.37,224,1117 10:15:21
10114,6338532.676849936,5216478.431293523,4.21,234,1117 10:05:08
10114,6339545.772626852,5217240.713858142,4.37,232,1117 09:55:06
10114,6340457.877812611,5218112.778892478,3.78,218,1117 09:45:08
10114,6340864.771378626,5219205.167933925,6.8,239,1117 09:35:05
10114,6341372.707334071,5220297.311380481,4.59,218,1117 09:25:22
10114,6342287.70956662,5222700.812976843,4.21,203,1117 09:05:00
10114,6342593.246234152,5223793.706682794,5.18,187,1117 08:55:00
10114,6343302.802139286,5224776.1473104535,6.31,290,1117 08:45:01
10114,6343201.284289375,5224557.665673327,1.89,40,1117 08:34:58
10114,6342796.0834833225,5224121.272255905,10.09,71,1117 08:24:56
10114,6342388.5690288525,5222591.152871735,5.07,10,1117 08:14:57
10114,6341677.664972537,5221061.994476687,5.4,10,1117 08:04:58
10114,6341067.716296115,5219532.654668772,5.5,20,1117 07:54:56
10114,6340356.511292481,5218003.726680045,4.59,20,1117 07:44:54
10114,6339948.552474118,5216473.980599177,5.61,10,1117 07:34:54
10114,6339439.108508815,5214835.287118293,5.61,20,1117 07:24:52
10114,6338424.2743897475,5213417.0024987515,5.4,30,1117 07:14:51
10114,6337308.334799438,5212108.555155491,5.61,40,1117 07:04:48
10114,6336293.360886318,5210799.933981095,5.99,30,1117 06:54:46
10114,6335379.381489538,5209491.10857963,5.18,30,1117 06:44:55
10114,6334565.846382272,5207963.3995573865,5.72,20,1117 06:34:43
10114,6333954.843197461,5206544.402638695,4.91,20,1117 06:24:52
10114,6333444.635960353,5205015.809940869,5.18,20,1117 06:14:48
10114,6332731.860639172,5203488.076709828,5.72,20,1117 06:04:36
10114,6332221.103893912,5201850.379184178,2.91,10,1117 05:54:38
10114,6332218.0309717,5200757.3400179,6.1,137,1117 05:44:43
10114,6331915.212806187,5201086.417184841,1.19,121,1117 05:34:34
10114,6331811.172375407,5200103.09464328,7.72,20,1117 05:24:41
10114,6332209.433074192,5197697.0201035,9.61,344,1117 05:14:41
10114,6333417.560477277,5195069.524332976,9.88,319,1117 05:04:33
10114,6333620.142248449,5195068.773960676,0.59,132,1117 04:54:38
10114,6333621.323983255,5195505.91120703,3.89,162,1117 04:44:32
