渔船ID,x,y,速度,方向,time
9248,6237025.494667977,5229784.100041204,0.0,247,1113 23:50:12
9248,6237025.494667977,5229784.100041204,0.11,91,1113 23:40:09
9248,6237026.568825716,5229893.486677314,0.11,91,1113 23:30:08
9248,6237025.494667977,5229784.100041204,0.0,132,1113 23:20:08
9248,6237025.494667977,5229784.100041204,0.32,91,1113 23:10:03
9248,6237025.494667977,5229784.100041204,0.22,133,1113 23:00:03
9248,6237025.494667977,5229784.100041204,0.11,0,1113 22:50:04
9248,6237025.494667977,5229784.100041204,0.0,0,1113 22:40:00
9248,6237025.494667977,5229784.100041204,0.0,0,1113 22:30:02
9248,6237025.494667977,5229784.100041204,3.72,328,1113 22:19:58
9248,6237025.494667977,5229784.100041204,0.22,307,1113 22:09:58
9248,6237025.494667977,5229784.100041204,0.11,274,1113 21:59:59
9248,6237025.494667977,5229784.100041204,0.0,2,1113 21:49:55
9248,6237025.494667977,5229784.100041204,3.4,304,1113 21:39:54
9248,6237025.494667977,5229784.100041204,0.32,20,1113 21:29:54
9248,6237025.494667977,5229784.100041204,0.11,310,1113 21:19:56
9248,6237025.494667977,5229784.100041204,0.11,288,1113 21:09:56
9248,6237025.494667977,5229784.100041204,0.0,199,1113 20:59:53
9248,6237025.494667977,5229784.100041204,0.11,0,1113 20:49:53
9248,6237025.494667977,5229784.100041204,0.0,71,1113 20:39:52
9248,6237025.494667977,5229784.100041204,0.11,272,1113 20:29:50
9248,6237025.494667977,5229784.100041204,0.22,276,1113 20:19:50
9248,6237025.494667977,5229784.100041204,0.11,300,1113 20:09:49
9248,6237025.494667977,5229784.100041204,0.0,108,1113 19:59:59
9248,6237025.494667977,5229784.100041204,0.22,175,1113 19:49:49
9248,6237025.494667977,5229784.100041204,0.32,0,1113 19:39:49
9248,6237025.494667977,5229784.100041204,0.0,0,1113 19:30:11
9248,6237026.568825716,5229893.486677314,0.0,81,1113 19:19:47
9248,6237026.568825716,5229893.486677314,0.32,131,1113 19:09:50
9248,6237025.494667977,5229784.100041204,0.0,118,1113 18:59:47
9248,6237025.494667977,5229784.100041204,0.32,120,1113 18:49:53
9248,6237025.494667977,5229784.100041204,0.32,116,1113 18:39:49
9248,6237025.494667977,5229784.100041204,0.11,113,1113 18:29:43
