渔船ID,x,y,速度,方向,time
10323,6130481.488793123,5107915.872584468,0.76,84,1110 11:51:04
10323,6130481.488793123,5107915.872584468,0.49,0,1110 11:41:04
10323,6130481.488793123,5107915.872584468,0.97,139,1110 11:32:34
10323,6130483.317478303,5108024.828841281,0.38,0,1110 11:11:04
10323,6130483.317478303,5108024.828841281,0.27,0,1110 11:01:04
10323,6130685.200360377,5107911.05911971,3.08,120,1110 10:51:04
10323,6129777.671882841,5108477.536319506,2.48,121,1110 10:41:04
10323,6128766.531638724,5108937.569056024,5.29,104,1110 10:32:01
10323,6126235.2646823535,5109870.192972498,8.47,109,1110 10:21:06
10323,6123696.830000742,5110367.616561292,8.26,96,1110 10:11:04
10323,6121256.626232734,5110645.251927772,7.99,101,1110 10:01:04
10323,6118824.220101798,5111359.331311305,8.26,125,1110 09:51:04
10323,6116501.655922107,5112507.328522427,8.15,119,1110 09:41:04
10323,6114071.818317945,5113331.55209406,8.36,112,1110 09:31:05
10323,6111847.866721773,5114260.157336623,8.09,105,1110 09:21:05
10323,6109825.823966624,5115075.06654186,6.75,118,1110 09:11:05
10323,6109109.282465295,5114875.44313956,1.08,326,1110 09:01:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 08:51:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 08:41:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 08:32:02
10323,6109209.080400151,5114763.847452968,0.0,0,1110 08:21:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 08:11:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 08:01:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 07:51:05
10323,6109209.080400151,5114763.847452968,0.05,0,1110 07:41:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 07:31:04
10323,6109209.080400151,5114763.847452968,0.0,0,1110 07:21:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 07:11:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 07:01:05
10323,6109209.080400151,5114763.847452968,0.05,0,1110 06:51:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 06:41:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 06:32:02
10323,6109209.080400151,5114763.847452968,0.76,0,1110 06:21:07
10323,6109209.080400151,5114763.847452968,1.19,347,1110 06:11:05
10323,6109209.080400151,5114763.847452968,1.57,343,1110 06:01:05
10323,6109209.080400151,5114763.847452968,0.49,0,1110 05:51:05
10323,6109209.080400151,5114763.847452968,0.49,0,1110 05:41:05
10323,6109209.080400151,5114763.847452968,0.38,325,1110 05:31:05
10323,6109209.080400151,5114763.847452968,0.38,331,1110 05:21:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 05:11:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 05:01:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 04:51:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 04:41:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 04:32:03
10323,6109209.080400151,5114763.847452968,0.0,0,1110 04:21:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 04:11:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 04:02:38
10323,6109209.080400151,5114763.847452968,0.0,0,1110 03:41:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 03:31:06
10323,6109209.080400151,5114763.847452968,0.0,0,1110 03:22:38
10323,6109209.080400151,5114763.847452968,0.0,0,1110 02:51:06
10323,6109209.080400151,5114763.847452968,0.0,0,1110 02:41:06
10323,6109209.080400151,5114763.847452968,0.0,0,1110 02:32:03
10323,6109209.080400151,5114763.847452968,0.16,0,1110 02:21:06
10323,6109209.080400151,5114763.847452968,0.59,0,1110 02:11:06
10323,6109209.080400151,5114763.847452968,0.05,0,1110 02:01:13
10323,6109209.080400151,5114763.847452968,0.05,0,1110 01:51:06
10323,6109209.080400151,5114763.847452968,0.05,0,1110 01:41:06
10323,6109209.080400151,5114763.847452968,0.05,0,1110 01:31:06
10323,6109209.080400151,5114763.847452968,0.05,0,1110 01:21:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 01:11:05
10323,6109209.080400151,5114763.847452968,0.05,0,1110 01:01:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 00:51:05
10323,6109209.080400151,5114763.847452968,0.0,0,1110 00:41:06
10323,6109209.080400151,5114763.847452968,0.16,0,1110 00:32:03
10323,6109209.080400151,5114763.847452968,0.0,0,1110 00:21:06
10323,6109209.080400151,5114763.847452968,0.16,0,1110 00:11:06
10323,6109209.080400151,5114763.847452968,0.0,0,1110 00:01:06
10323,6109209.080400151,5114763.847452968,0.0,0,1109 23:51:06
10323,6109209.080400151,5114763.847452968,0.16,0,1109 23:41:06
10323,6109209.080400151,5114763.847452968,0.05,0,1109 23:31:06
10323,6109209.080400151,5114763.847452968,0.05,0,1109 23:21:06
10323,6109209.080400151,5114763.847452968,0.0,0,1109 23:11:06
10323,6109209.080400151,5114763.847452968,0.16,0,1109 23:01:06
10323,6109209.080400151,5114763.847452968,0.16,0,1109 22:51:06
10323,6109209.080400151,5114763.847452968,0.0,0,1109 22:42:36
10323,6109209.080400151,5114763.847452968,0.05,0,1109 22:21:07
10323,6109209.080400151,5114763.847452968,0.05,0,1109 22:11:06
10323,6109209.080400151,5114763.847452968,0.0,0,1109 22:01:06
10323,6109209.080400151,5114763.847452968,0.0,0,1109 21:51:06
10323,6109209.080400151,5114763.847452968,0.0,0,1109 21:41:06
10323,6109209.080400151,5114763.847452968,0.05,0,1109 21:31:07
10323,6109209.080400151,5114763.847452968,0.0,0,1109 21:21:07
10323,6109209.080400151,5114763.847452968,0.16,0,1109 21:11:07
10323,6109209.080400151,5114763.847452968,0.05,0,1109 21:01:07
10323,6109209.080400151,5114763.847452968,0.0,0,1109 20:51:07
10323,6109209.080400151,5114763.847452968,0.0,0,1109 20:41:07
10323,6109209.080400151,5114763.847452968,0.05,0,1109 20:32:04
10323,6109209.080400151,5114763.847452968,0.0,0,1109 20:21:07
10323,6109209.080400151,5114763.847452968,0.0,0,1109 20:11:07
10323,6109209.080400151,5114763.847452968,0.0,0,1109 20:01:07
10323,6109209.080400151,5114763.847452968,0.0,0,1109 19:51:07
10323,6109209.080400151,5114763.847452968,0.05,0,1109 19:41:06
10323,6109209.080400151,5114763.847452968,0.05,0,1109 19:31:06
