渔船ID,x,y,速度,方向,time
10677,6409101.524623288,5330959.071175422,3.29,197,1117 11:57:52
10677,6409700.575784491,5331839.007396333,3.62,211,1117 11:47:49
10677,6410098.697868351,5332827.922427171,1.67,193,1117 11:37:50
10677,6410496.758376025,5333816.8788967,3.51,183,1117 11:27:50
10677,6410794.179877983,5334915.1914694235,3.4,195,1117 11:17:47
10677,6411192.458129298,5335794.513149053,3.18,208,1117 11:08:02
10677,6411192.458129298,5335794.513149053,3.18,208,1117 11:07:58
10677,6411786.694041628,5338101.056210976,4.7,174,1117 10:47:46
10677,6411483.660229698,5338867.90352456,7.61,20,1117 10:37:48
10677,6409780.365524021,5338751.433351754,1.3,182,1117 10:27:46
10677,6409980.13908474,5338971.662110502,1.08,261,1117 10:17:44
10677,6410080.02330687,5339081.778456447,0.7,213,1117 10:07:51
10677,6410179.57700129,5339301.622330755,0.81,213,1117 09:57:43
10677,6410379.335210907,5339521.862199161,2.7,171,1117 09:47:39
10677,6410376.6905551525,5340399.688222196,2.37,175,1117 09:37:51
10677,6410173.985200109,5341167.0160828885,1.3,171,1117 09:27:39
10677,6409771.249551994,5341823.851333897,2.37,112,1117 09:17:55
10677,6409069.277203606,5342040.626665311,2.32,81,1117 09:08:08
10677,6408268.393205734,5341818.141752483,2.7,50,1117 08:58:08
10677,6407568.595318298,5341266.89004679,2.91,20,1117 08:47:44
10677,6407069.741617693,5340496.954848813,4.1,30,1117 08:37:36
10677,6406571.126802319,5339617.332309981,2.59,20,1117 08:27:59
10677,6406072.443736548,5338737.754718229,3.62,20,1117 08:18:03
10677,6405674.204375105,5337748.846469395,3.72,20,1117 08:07:34
10677,6405476.651546173,5336650.948757996,3.4,8,1117 07:57:36
10677,6405379.302772416,5335553.430144906,3.72,40,1117 07:47:25
10677,6404780.134263378,5334673.666456001,1.89,20,1117 07:37:24
10677,6404281.41511799,5333684.580884696,1.51,10,1117 07:27:25
10677,6403682.358600114,5332695.218038957,3.02,20,1117 07:17:23
10677,6402982.674309253,5331815.300925812,1.62,20,1117 07:07:23
10677,6402383.431768147,5330826.064189391,3.99,30,1117 06:57:22
10677,6401784.09753583,5329836.888972387,3.99,30,1117 06:47:22
10677,6401184.671663301,5328847.7753074765,4.21,30,1117 06:37:40
10677,6400585.1542015625,5327858.723227334,3.89,20,1117 06:27:30
10677,6400086.093614729,5326760.3326874515,3.62,20,1117 06:17:24
10677,6399386.081657448,5325771.116021541,3.99,20,1117 06:07:22
10677,6398786.5164693175,5324672.566985242,3.78,30,1117 05:57:23
10677,6398086.2930003675,5323683.4955948265,4.32,30,1117 05:47:18
10677,6397385.963040481,5322694.498975668,3.62,20,1117 05:37:21
10677,6396685.740691898,5321595.901294453,4.21,40,1117 05:27:21
10677,6395985.192016022,5320607.057188003,3.89,30,1117 05:17:21
10677,6394983.253932527,5319727.233216013,4.8,40,1117 05:07:17
10677,6394081.548026622,5318847.7604802335,3.72,40,1117 04:57:15
10677,6393280.279999761,5317858.946884464,2.37,40,1117 04:47:10
10677,6392478.890743593,5316870.223315725,3.18,20,1117 04:37:12
10677,6391577.16163388,5315771.724309589,6.58,20,1117 04:27:09
10677,6387960.274560449,5317958.200415817,9.28,125,1117 04:07:10
10677,6385749.955351071,5319819.064492238,10.09,115,1117 03:57:09
10677,6384543.264982504,5322120.521666134,9.01,155,1117 03:47:08
10677,6384944.05378573,5322669.463633154,1.3,136,1117 03:37:12
10677,6385044.1579066375,5322888.962587903,1.89,145,1117 03:27:09
10677,6385144.494546997,5322889.103713378,1.03,189,1117 03:17:08
10677,6385044.040801941,5322998.642482523,0.49,71,1117 03:07:02
10677,6385243.8808405725,5323766.693918172,2.91,184,1117 02:47:03
10677,6385343.373144663,5324534.620848477,2.7,184,1117 02:37:02
10677,6385242.0981998285,5325411.964073392,3.62,162,1117 02:27:02
10677,6385241.147058873,5326289.4707989935,3.18,168,1117 02:17:01
10677,6385240.195640222,5327166.997891708,2.7,203,1117 02:07:01
10677,6385439.838509594,5328044.832494973,3.02,186,1117 01:57:00
10677,6385840.159430399,5328813.289505936,3.18,184,1117 01:46:59
10677,6385939.451665753,5329691.024084286,3.02,220,1117 01:37:00
10677,6386339.692388852,5330459.534376166,2.59,220,1117 01:26:59
10677,6386639.612939495,5331227.919092444,2.48,224,1117 01:16:59
10677,6387039.76500867,5331996.488406862,2.59,224,1117 01:06:56
10677,6387439.869777297,5332765.089214457,2.0,221,1117 00:56:56
10677,6387739.5318070175,5333643.264061955,2.7,201,1117 00:46:52
10677,6388039.153171403,5334521.468098473,3.62,200,1117 00:36:53
10677,6388238.49291792,5335399.528202219,3.08,220,1117 00:26:52
10677,6388638.273830627,5336277.963662742,2.37,189,1117 00:16:50
10677,6389038.000542503,5337156.435255693,2.91,208,1117 00:06:51
10677,6389537.893729907,5338035.1280681705,3.02,226,1116 23:56:50
10677,6390037.719161953,5338913.865976445,3.29,221,1116 23:46:46
10677,6390537.64082683,5339682.920686303,3.4,240,1116 23:36:43
10677,6391035.820201863,5341549.33449322,0.7,204,1116 23:16:45
10677,6391034.305005844,5342536.948171275,2.91,182,1116 23:06:45
10677,6391333.324906902,5343525.193461145,4.32,214,1116 22:56:45
10677,6391632.472316544,5344403.7313057585,3.62,206,1116 22:46:43
10677,6391931.402708372,5345392.04233192,3.29,198,1116 22:36:46
10677,6392230.465729018,5346270.640562166,1.4,181,1116 22:26:42
10677,6392629.456315594,5347259.2332864385,2.91,206,1116 22:16:40
10677,6392828.4689511685,5348027.923750467,3.89,194,1116 22:07:16
10677,6393227.3589129625,5349016.585209058,2.81,200,1116 21:56:49
10677,6393726.507677855,5349895.757540132,3.29,205,1116 21:46:35
10677,6394225.588310353,5350774.974684067,3.08,218,1116 21:36:47
10677,6394724.600777436,5351654.2366186,2.7,225,1116 21:26:48
10677,6395123.4359474275,5352533.301295513,2.91,208,1116 21:16:42
10677,6395622.5266297925,5353302.88087708,3.02,202,1116 21:06:50
10677,6396321.965806716,5353963.236876243,3.08,251,1116 20:56:33
10677,6397422.151173377,5354405.162888242,1.08,291,1116 20:46:43
10677,6399223.851941919,5354410.086879422,5.29,299,1116 20:36:37
10677,6402428.1953899,5353870.797855245,10.09,278,1116 20:26:39
10677,6405732.608266838,5353442.657393614,10.09,266,1116 20:16:38
10677,6408934.245994077,5354003.13511871,7.99,242,1116 20:06:41
10677,6409534.501309596,5354115.200209569,2.1,283,1116 19:56:37
10677,6409934.884813214,5354116.751390347,1.67,294,1116 19:46:27
10677,6410435.363925632,5354118.712912201,1.08,345,1116 19:36:33
10677,6410835.746999506,5354120.3001663815,0.49,10,1116 19:26:26
10677,6410936.179930847,5354010.931169953,0.7,332,1116 19:16:22
10677,6411636.169441707,5354233.29137356,2.91,255,1116 19:06:33
10677,6412536.671406858,5354346.762309566,0.38,40,1116 18:56:21
10677,6413338.85167194,5353911.047590098,3.78,311,1116 18:46:22
10677,6413642.022489146,5353034.191594346,3.51,356,1116 18:36:29
10677,6413445.396106073,5351935.702450303,2.0,345,1116 18:26:18
