渔船ID,x,y,速度,方向,time
9702,6246420.31673172,5240714.889561789,0.0,280,1120 23:51:26
9702,6246420.31673172,5240714.889561789,0.11,189,1120 23:41:24
9702,6246420.31673172,5240714.889561789,0.11,0,1120 23:31:24
9702,6246420.31673172,5240714.889561789,0.32,198,1120 23:21:17
9702,6246420.31673172,5240714.889561789,0.11,219,1120 23:01:24
9702,6246420.31673172,5240714.889561789,0.22,30,1120 22:51:21
9702,6246420.31673172,5240714.889561789,0.11,0,1120 22:41:22
9702,6246420.31673172,5240714.889561789,0.11,0,1120 22:31:22
9702,6246420.31673172,5240714.889561789,0.0,0,1120 22:22:18
9702,6246420.31673172,5240714.889561789,0.11,0,1120 22:01:21
9702,6246420.31673172,5240714.889561789,0.32,297,1120 21:51:18
9702,6246420.31673172,5240714.889561789,0.22,0,1120 21:41:20
9702,6246420.31673172,5240714.889561789,0.22,0,1120 21:31:18
9702,6246420.31673172,5240714.889561789,0.0,0,1120 21:21:43
9702,6246420.31673172,5240714.889561789,0.0,352,1120 21:01:21
9702,6246420.31673172,5240714.889561789,0.11,81,1120 20:51:15
9702,6246420.31673172,5240714.889561789,0.11,275,1120 20:41:13
9702,6246420.31673172,5240714.889561789,0.32,132,1120 20:31:13
9702,6246420.31673172,5240714.889561789,0.0,194,1120 20:21:22
9702,6246420.31673172,5240714.889561789,0.32,204,1120 20:11:10
9702,6246420.31673172,5240714.889561789,0.11,0,1120 20:01:10
9702,6246420.31673172,5240714.889561789,0.0,168,1120 19:51:11
9702,6246420.31673172,5240714.889561789,0.11,0,1120 19:41:11
9702,6246420.31673172,5240714.889561789,0.0,259,1120 19:31:39
9702,6246420.31673172,5240714.889561789,0.11,0,1120 19:21:09
9702,6246420.31673172,5240714.889561789,0.22,123,1120 19:11:16
9702,6246420.31673172,5240714.889561789,0.0,10,1120 19:01:41
9702,6246420.31673172,5240714.889561789,0.0,327,1120 18:51:20
9702,6246420.31673172,5240714.889561789,0.22,155,1120 18:41:14
9702,6246420.31673172,5240714.889561789,0.11,0,1120 18:31:18
9702,6246420.31673172,5240714.889561789,0.11,146,1120 18:21:14
9702,6246420.31673172,5240714.889561789,0.0,0,1120 18:11:13
9702,6246420.31673172,5240714.889561789,0.11,170,1120 18:01:14
9702,6246420.31673172,5240714.889561789,0.22,0,1120 17:51:11
9702,6246420.31673172,5240714.889561789,0.32,20,1120 17:41:12
9702,6246420.31673172,5240714.889561789,0.22,0,1120 17:31:13
9702,6246420.31673172,5240714.889561789,0.22,159,1120 17:21:40
9702,6246420.31673172,5240714.889561789,0.22,272,1120 17:11:13
9702,6246420.31673172,5240714.889561789,0.11,107,1120 17:01:14
9702,6246420.31673172,5240714.889561789,0.22,166,1120 16:51:40
9702,6246420.31673172,5240714.889561789,0.32,278,1120 16:31:07
9702,6246420.31673172,5240714.889561789,0.22,313,1120 16:21:08
9702,6246420.31673172,5240714.889561789,0.32,0,1120 16:10:55
9702,6246420.31673172,5240714.889561789,0.0,91,1120 16:01:25
9702,6246420.31673172,5240714.889561789,0.22,126,1120 15:50:58
9702,6246420.31673172,5240714.889561789,0.22,0,1120 15:40:53
9702,6246420.31673172,5240714.889561789,0.11,0,1120 15:30:53
9702,6246420.31673172,5240714.889561789,0.0,185,1120 15:20:49
9702,6246420.31673172,5240714.889561789,0.22,163,1120 15:10:59
9702,6246420.31673172,5240714.889561789,0.11,0,1120 15:00:49
9702,6246420.31673172,5240714.889561789,1.89,344,1120 14:50:49
9702,6246420.31673172,5240714.889561789,6.42,259,1120 14:40:47
9702,6246420.31673172,5240714.889561789,0.11,30,1120 14:30:47
9702,6246420.31673172,5240714.889561789,0.11,245,1120 14:20:47
9702,6246420.31673172,5240714.889561789,0.7,184,1120 14:10:47
9702,6246420.31673172,5240714.889561789,1.08,237,1120 14:00:44
9702,6246420.31673172,5240714.889561789,1.08,306,1120 13:50:50
9702,6246420.31673172,5240714.889561789,0.11,170,1120 13:40:48
9702,6246420.31673172,5240714.889561789,0.0,8,1120 13:20:41
9702,6246420.31673172,5240714.889561789,0.22,0,1120 13:10:42
9702,6246420.31673172,5240714.889561789,0.22,354,1120 13:00:42
9702,6246420.31673172,5240714.889561789,0.0,0,1120 12:50:47
9702,6246420.31673172,5240714.889561789,0.11,0,1120 12:41:12
9702,6246420.31673172,5240714.889561789,0.0,0,1120 12:30:55
9702,6246420.31673172,5240714.889561789,0.11,215,1120 12:10:38
9702,6246420.31673172,5240714.889561789,0.0,0,1120 12:00:37
9702,6246420.31673172,5240714.889561789,0.22,0,1120 11:50:38
9702,6246420.31673172,5240714.889561789,0.0,287,1120 11:40:36
9702,6246420.31673172,5240714.889561789,0.0,287,1120 11:40:33
9702,6246420.31673172,5240714.889561789,0.0,255,1120 11:30:32
9702,6246420.31673172,5240714.889561789,0.11,61,1120 11:20:37
9702,6246420.31673172,5240714.889561789,0.22,196,1120 11:10:43
9702,6246420.31673172,5240714.889561789,0.32,181,1120 11:00:38
9702,6246420.31673172,5240714.889561789,0.22,0,1120 10:50:37
9702,6246420.31673172,5240714.889561789,0.32,0,1120 10:40:44
9702,6246420.31673172,5240714.889561789,0.22,329,1120 10:30:44
9702,6246420.31673172,5240714.889561789,0.22,318,1120 10:20:43
9702,6246420.31673172,5240714.889561789,0.0,179,1120 10:10:56
9702,6246420.31673172,5240714.889561789,0.0,122,1120 10:00:44
9702,6246420.31673172,5240714.889561789,0.11,0,1120 09:50:45
9702,6246420.31673172,5240714.889561789,0.0,0,1120 09:40:43
9702,6246420.31673172,5240714.889561789,0.0,0,1120 09:30:38
9702,6246420.31673172,5240714.889561789,0.22,168,1120 09:21:02
9702,6246420.31673172,5240714.889561789,0.22,0,1120 09:10:29
9702,6246420.31673172,5240714.889561789,0.0,160,1120 09:00:26
9702,6246420.31673172,5240714.889561789,0.32,0,1120 08:50:25
9702,6246420.31673172,5240714.889561789,0.0,299,1120 08:40:25
9702,6246420.31673172,5240714.889561789,0.0,0,1120 08:30:22
9702,6246420.31673172,5240714.889561789,0.22,0,1120 08:20:27
9702,6246420.31673172,5240714.889561789,0.22,0,1120 08:20:24
9702,6246420.31673172,5240714.889561789,0.22,0,1120 08:10:23
9702,6246420.31673172,5240714.889561789,0.32,126,1120 08:00:24
9702,6246420.31673172,5240714.889561789,0.32,122,1120 07:50:32
9702,6246420.31673172,5240714.889561789,0.32,126,1120 07:40:22
9702,6246420.31673172,5240714.889561789,0.0,144,1120 07:30:23
9702,6246420.31673172,5240714.889561789,0.0,139,1120 07:20:19
9702,6246420.31673172,5240714.889561789,0.22,0,1120 07:10:22
9702,6246420.31673172,5240714.889561789,0.11,0,1120 07:00:21
9702,6246420.31673172,5240714.889561789,0.22,0,1120 06:50:19
9702,6246420.31673172,5240714.889561789,0.11,0,1120 06:40:20
9702,6246420.31673172,5240714.889561789,0.11,178,1120 06:30:17
9702,6246420.31673172,5240714.889561789,0.32,0,1120 06:20:17
9702,6246420.31673172,5240714.889561789,0.32,0,1120 06:10:16
9702,6246420.31673172,5240714.889561789,0.11,0,1120 06:00:16
9702,6246420.31673172,5240714.889561789,0.32,345,1120 05:50:19
9702,6246420.31673172,5240714.889561789,0.11,0,1120 05:40:13
9702,6246420.31673172,5240714.889561789,0.11,0,1120 05:30:12
9702,6246420.31673172,5240714.889561789,0.0,200,1120 05:20:18
9702,6246420.31673172,5240714.889561789,0.59,30,1120 05:10:29
9702,6246420.31673172,5240714.889561789,0.59,30,1120 05:10:14
9702,6246420.31673172,5240714.889561789,0.32,140,1120 04:50:14
9702,6246420.31673172,5240714.889561789,0.11,309,1120 04:40:14
9702,6246420.31673172,5240714.889561789,0.11,0,1120 04:30:12
9702,6246420.31673172,5240714.889561789,0.22,330,1120 04:20:11
