渔船ID,x,y,速度,方向,time
10861,6127542.746424561,5078678.917435282,3.29,341,1113 23:54:15
10861,6127732.265024295,5077803.250022457,2.97,336,1113 23:44:15
10861,6128827.767946236,5076143.8479472585,3.18,289,1113 23:24:15
10861,6129431.193135752,5075585.114377451,3.18,322,1113 23:14:15
10861,6129927.161360234,5074702.325822819,3.18,330,1113 23:04:15
10861,6130525.294299432,5073817.178819167,2.97,340,1113 22:54:15
10861,6131023.201164254,5073043.325248675,2.75,334,1113 22:44:15
10861,6131519.374555409,5072160.6867803885,2.27,349,1113 22:34:16
10861,6132017.40357054,5071386.923242024,3.45,293,1113 22:24:17
10861,6132821.853708985,5070606.045835543,2.97,318,1113 22:15:13
10861,6132307.680002358,5070400.335085078,2.37,83,1113 22:04:16
10861,6131591.0372181,5070308.264571861,3.67,98,1113 21:54:16
10861,6129346.171978836,5070470.059610673,3.45,101,1113 21:34:15
10861,6128222.857502593,5070496.731751853,3.78,95,1113 21:24:15
10861,6127099.551974689,5070523.52759055,3.45,91,1113 21:14:16
10861,6125978.087907534,5070659.2683775015,3.45,102,1113 21:04:16
10861,6124854.808801413,5070686.311406012,3.35,99,1113 20:54:16
10861,6123731.538767773,5070713.478128137,3.89,91,1113 20:44:16
10861,6122608.277848021,5070740.7685428765,3.78,82,1113 20:34:15
10861,6121483.160009412,5070659.362212056,3.08,75,1113 20:24:15
10861,6120562.262932803,5070573.064232553,3.89,91,1113 20:15:13
10861,6119439.011119609,5070600.703643552,3.18,95,1113 20:04:16
10861,6118417.8811525665,5070625.937715666,2.75,89,1113 19:54:15
10861,6117296.544384478,5070762.632531125,3.29,87,1113 19:44:16
10861,6116275.438247141,5070788.081080048,3.29,103,1113 19:34:16
10861,6115468.115356715,5071352.61408635,3.18,138,1113 19:24:16
10861,6115075.0116240075,5072233.435336391,3.29,128,1113 19:14:16
10861,6114057.867655783,5072476.755065646,3.45,105,1113 19:04:16
10861,6113146.717311823,5072935.247587792,3.18,146,1113 18:54:16
10861,6112443.680604148,5073606.30514211,3.29,107,1113 18:44:15
10861,6111842.797856469,5074274.830521986,3.35,151,1113 18:34:16
10861,6111758.1941565685,5075256.917411128,3.35,160,1113 18:24:16
10861,6111053.40345008,5075819.284134677,3.35,140,1113 18:15:14
10861,6110456.5996545935,5076705.616164654,2.7,113,1113 18:04:17
10861,6109850.08471051,5077047.80258085,2.27,198,1113 17:54:16
10861,6110370.171046785,5077578.95015033,1.3,238,1113 17:44:17
10861,6110385.812638591,5078449.700623836,3.56,155,1113 17:34:16
10861,6109995.232387617,5079439.768196937,2.97,174,1113 17:24:16
10861,6110012.869263832,5080419.423761787,4.16,197,1113 17:14:16
10861,6109520.354443688,5081412.186351167,3.45,154,1113 17:04:16
10861,6109437.98029661,5082503.382155516,3.35,179,1113 16:54:17
10861,6109357.597261163,5083703.48167045,3.67,159,1113 16:44:17
10861,6108965.306480566,5084584.89086469,3.78,167,1113 16:34:45
10861,6108578.997114421,5085792.95239954,3.18,142,1113 16:24:16
10861,6108082.855203315,5086568.208337716,3.67,156,1113 16:15:14
10861,6107902.6491089165,5087879.989502493,3.99,154,1113 16:04:17
10861,6107616.5453795,5088976.700485852,4.26,168,1113 15:54:17
10861,6107942.311550002,5090057.6398197515,3.99,225,1113 15:44:17
10861,6108858.062541422,5089925.094274139,3.18,299,1113 15:34:17
10861,6110989.666156425,5089325.7825168,3.78,285,1113 15:14:16
10861,6112003.576564262,5088973.151911025,3.08,292,1113 15:04:16
10861,6113119.5243446315,5088618.043667272,3.67,277,1113 14:54:17
10861,6114237.468178799,5088371.943161803,3.56,287,1113 14:44:17
10861,6115355.4556098925,5088125.966901987,3.99,275,1113 14:34:17
10861,6116475.404558122,5087988.996121309,3.78,277,1113 14:24:17
10861,6117595.379873573,5087852.148849101,3.45,278,1113 14:15:15
10861,6118817.373891667,5087712.900059608,3.67,266,1113 14:04:17
10861,6119117.6582271885,5087378.689445788,2.75,86,1113 13:54:17
10861,6119333.026268402,5088026.935510038,2.48,173,1113 13:44:17
10861,6118932.664060829,5088472.553317737,2.7,97,1113 13:34:17
10861,6118114.863567388,5088383.889422049,3.29,102,1113 13:24:17
10861,6117198.8942698715,5088515.59805227,2.97,95,1113 13:14:17
10861,6116281.025180978,5088538.505893607,3.08,91,1113 13:04:17
10861,6115363.162376948,5088561.496432075,3.08,79,1113 12:54:17
10861,6114343.322215597,5088587.138464587,3.08,77,1113 12:44:17
10861,6113425.472753991,5088610.303584019,3.29,89,1113 12:34:17
10861,6112303.665378321,5088638.72881005,3.56,88,1113 12:24:18
10861,6109942.213190878,5082163.725121742,4.48,8,1113 11:04:17
10861,6109818.600685593,5080968.917779696,4.05,4,1113 10:54:18
10861,6110105.112799357,5079872.55449076,3.45,313,1113 10:44:17
10861,6110493.730118344,5078773.630192657,4.16,347,1113 10:34:17
10861,6111192.491858771,5077884.639128092,3.67,350,1113 10:24:17
10861,6111277.018333573,5076902.462424729,4.26,352,1113 10:15:15
10861,6110242.695432077,5076166.644266703,3.08,88,1113 10:04:18
10861,6110244.6500861775,5076275.481553128,3.08,328,1113 09:54:18
10861,6110128.895799782,5075516.239819099,2.05,9,1113 09:44:17
10861,6110003.360215775,5074212.864055351,4.37,16,1113 09:34:17
10861,6109879.7723741075,5073018.372046987,3.78,355,1113 09:24:17
10861,6109754.222971562,5071715.108323427,3.89,13,1113 09:14:17
10861,6109526.557881136,5070414.520100922,4.26,21,1113 09:04:17
10861,6109402.940659191,5069220.186103557,3.67,10,1113 08:54:17
10861,6109175.235445582,5067919.715015128,4.05,19,1113 08:44:17
10861,6109051.595908293,5066725.485556508,4.05,5,1113 08:34:18
10861,6108927.949333052,5065531.3056247365,3.18,6,1113 08:24:18
10861,6108808.206078768,5064554.763390578,3.45,13,1113 08:15:16
10861,6108682.59013351,5063251.883982634,3.78,6,1113 08:04:18
10861,6108560.877377514,5062166.633951703,4.05,18,1113 07:54:18
10861,6108234.810276525,5061086.684076589,3.56,26,1113 07:44:19
10861,6108111.111762088,5059892.7416824745,3.78,351,1113 07:34:18
10861,6108091.551956099,5058804.989648978,3.67,349,1113 07:24:18
10861,6108278.347633832,5057820.784901153,3.29,306,1113 07:14:18
10861,6109294.478844599,5057468.2281006435,2.75,287,1113 07:04:18
10861,6110312.602035972,5057224.543877061,3.67,289,1113 06:54:18
10861,6111330.763873756,5056980.962790486,3.56,275,1113 06:44:18
10861,6112455.013895958,5056952.430564228,3.78,296,1113 06:34:18
10861,6113475.153642456,5056817.831976117,3.45,266,1113 06:24:18
10861,6114499.129230947,5056900.870967485,3.99,272,1113 06:15:16
10861,6115623.406002915,5056872.687639198,3.29,273,1113 06:04:19
10861,6116020.86737514,5056209.867207326,3.67,41,1113 05:54:19
10861,6116333.181807968,5056528.513959523,2.16,253,1113 05:44:18
10861,6117050.542575892,5056619.460809935,3.45,264,1113 05:34:18
10861,6118172.978491917,5056482.79073797,3.99,274,1113 05:24:19
10861,6119291.699807692,5056128.71064309,3.78,277,1113 05:14:18
10861,6120414.204757184,5055992.288557468,3.99,296,1113 05:04:18
10861,6121536.735727593,5055855.990277692,3.67,274,1113 04:54:18
10861,6122661.137700556,5055828.581928877,3.45,267,1113 04:44:18
10861,6123783.712156821,5055692.531074336,3.29,289,1113 04:34:19
10861,6124904.484341654,5055447.83831175,3.29,256,1113 04:24:18
10861,6125928.535785287,5055532.019562481,3.35,283,1113 04:15:16
10861,6127155.213569582,5055502.653273794,3.89,264,1113 04:04:18
10861,6128279.677602726,5055475.863628271,3.89,268,1113 03:54:18
10861,6129405.945408199,5055557.964730885,3.45,268,1113 03:44:18
10861,6130526.8460674025,5055313.889093991,2.97,272,1113 03:34:18
10861,6131651.345168599,5055287.470730426,4.26,269,1113 03:24:19
10861,6132675.39518626,5055372.328584475,3.67,271,1113 03:14:19
10861,6133799.902739656,5055346.146816963,3.45,282,1113 03:04:19
10861,6134924.419035832,5055320.088879322,4.05,248,1113 02:54:19
10861,6135946.714129642,5055296.507301584,3.67,280,1113 02:44:19
10861,6137071.2470014775,5055270.685769087,3.99,249,1113 02:34:19
10861,6138195.788495517,5055244.988069242,3.35,288,1113 02:24:19
10861,6139114.151678245,5055115.286591196,3.89,266,1113 02:15:17
10861,6140238.717096965,5055089.81385482,2.75,289,1113 02:04:19
10861,6141364.996918517,5055173.233527076,3.45,264,1113 01:53:32
10861,6141683.625378707,5055927.733320665,3.56,183,1113 01:34:19
10861,6141283.248675167,5056480.786756723,3.99,116,1113 01:24:19
10861,6140262.723015624,5056612.607694186,2.7,89,1113 01:14:19
10861,6139344.441195439,5056742.211483493,3.99,110,1113 01:04:19
10861,6138427.907895685,5056980.6727345325,3.45,99,1113 00:54:19
10861,6137407.453952086,5057112.780629379,3.45,108,1113 00:44:19
10861,6136490.98261855,5057351.418136995,3.78,108,1113 00:34:19
10861,6135472.3311292315,5057592.496779117,3.67,98,1113 00:24:19
10861,6134554.170418868,5057722.534548297,3.45,93,1113 00:15:17
10861,6133329.397410885,5057859.788404058,3.45,105,1113 00:04:19
10861,6132206.862069931,5057994.798585938,3.08,86,1112 23:54:19
10861,6131086.136829515,5058238.709800564,4.05,99,1112 23:44:18
10861,6130067.658524805,5058480.333225884,2.59,85,1112 23:34:18
10861,6128945.215409793,5058615.704009264,3.67,106,1112 23:24:19
10861,6127824.607217113,5058859.977235759,2.7,100,1112 23:14:19
10861,6126804.4229715485,5058993.150745635,3.89,92,1112 23:04:19
10861,6125682.064009798,5059128.881887292,2.75,85,1112 22:54:19
10861,6124663.759818543,5059371.049971288,3.08,111,1112 22:44:19
10861,6123539.617932757,5059398.237779496,4.05,75,1112 22:34:19
10861,6122523.226254508,5059749.401647759,3.35,90,1112 22:24:19
10861,6121399.126914747,5059776.8251665495,3.56,80,1112 22:15:17
10861,6120174.714056841,5059915.66336497,3.89,90,1112 22:03:34
10861,6118032.532918779,5060186.179810402,3.35,102,1112 21:44:19
10861,6116906.604396532,5060105.317181218,4.26,88,1112 21:34:20
10861,6115784.467899823,5060242.1396374805,3.78,92,1112 21:24:20
10861,6115676.582878603,5059918.3549485635,2.97,19,1112 21:14:20
10861,6115158.037587317,5059496.033404173,3.56,73,1112 21:04:20
10861,6114134.242394713,5059412.918729204,3.56,88,1112 20:54:20
10861,6113110.4398973975,5059329.9071355285,3.56,85,1112 20:44:20
