渔船ID,x,y,速度,方向,time
9354,6393008.66606255,5474771.268714594,0.0,0,1117 11:55:53
9354,6393008.66606255,5474771.268714594,0.0,0,1117 11:45:53
9354,6393008.66606255,5474771.268714594,0.16,0,1117 11:35:53
9354,6393008.66606255,5474771.268714594,0.0,0,1117 11:25:53
9354,6393008.66606255,5474771.268714594,0.0,0,1117 11:15:53
9354,6393008.66606255,5474771.268714594,0.0,0,1117 11:05:53
9354,6393008.66606255,5474771.268714594,0.0,0,1117 10:56:51
9354,6393008.66606255,5474771.268714594,0.05,0,1117 10:45:54
9354,6393008.66606255,5474771.268714594,0.16,0,1117 10:35:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 10:25:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 10:15:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 10:08:06
9354,6393008.66606255,5474771.268714594,0.0,0,1117 09:45:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 09:35:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 09:25:53
9354,6393008.66606255,5474771.268714594,0.0,0,1117 09:15:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 09:05:53
9354,6393008.66606255,5474771.268714594,0.0,0,1117 08:56:51
9354,6393008.66606255,5474771.268714594,0.05,0,1117 08:45:53
9354,6393008.66606255,5474771.268714594,0.38,0,1117 08:35:53
9354,6393008.66606255,5474771.268714594,0.0,0,1117 08:25:53
9354,6393008.66606255,5474771.268714594,0.0,0,1117 08:15:53
9354,6393008.66606255,5474771.268714594,0.0,0,1117 08:05:53
9354,6393008.66606255,5474771.268714594,0.0,0,1117 07:55:53
9354,6393008.66606255,5474771.268714594,0.0,0,1117 07:45:53
9354,6393008.66606255,5474771.268714594,0.0,0,1117 07:35:54
9354,6393008.66606255,5474771.268714594,0.05,0,1117 07:25:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 07:15:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 07:05:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 06:56:51
9354,6393008.66606255,5474771.268714594,0.16,0,1117 06:45:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 06:35:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 06:25:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 06:15:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 06:05:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 05:55:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 05:45:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 05:35:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 05:25:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 05:15:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 05:05:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 04:56:52
9354,6393008.66606255,5474771.268714594,0.0,0,1117 04:45:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 04:35:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 04:27:39
9354,6393008.66606255,5474771.268714594,0.0,0,1117 04:05:55
9354,6393008.66606255,5474771.268714594,0.0,0,1117 03:55:55
9354,6393008.66606255,5474771.268714594,0.0,0,1117 03:45:55
9354,6393008.66606255,5474771.268714594,0.0,0,1117 03:35:55
9354,6393008.66606255,5474771.268714594,0.0,0,1117 03:25:55
9354,6393008.66606255,5474771.268714594,0.0,0,1117 03:15:55
9354,6393008.66606255,5474771.268714594,0.0,0,1117 03:05:55
9354,6393008.66606255,5474771.268714594,0.0,0,1117 02:56:52
9354,6393008.66606255,5474771.268714594,0.0,0,1117 02:45:55
9354,6393008.66606255,5474771.268714594,0.0,0,1117 02:35:55
9354,6393008.66606255,5474771.268714594,0.0,0,1117 02:27:51
9354,6393008.66606255,5474771.268714594,0.0,0,1117 02:05:55
9354,6393008.66606255,5474771.268714594,0.0,0,1117 01:55:55
9354,6393008.66606255,5474771.268714594,0.0,0,1117 01:45:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 01:35:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 01:25:54
9354,6393008.66606255,5474771.268714594,0.0,0,1117 01:15:54
