渔船ID,x,y,速度,方向,time
9325,6128540.797899524,5065046.43796607,3.89,276,1123 23:58:25
9325,6129764.893918135,5064908.583743802,4.16,264,1123 23:48:25
9325,6130888.649342941,5064882.081434056,3.89,280,1123 23:39:23
9325,6132315.335235802,5064630.927099346,4.05,280,1123 23:28:25
9325,6133541.290847478,5064602.3280107435,3.67,269,1123 23:18:26
9325,6134554.110881131,5064034.60521269,3.89,303,1123 23:08:26
9325,6135669.188610704,5063464.636550289,6.69,343,1123 22:58:25
9325,6134712.66399264,5061201.2187435115,8.74,12,1123 22:48:25
9325,6134057.210515258,5058604.605703127,8.26,31,1123 22:38:25
9325,6133741.7693253765,5058067.833779979,1.78,122,1123 22:28:26
9325,6132929.409998817,5058413.201247735,4.05,109,1123 22:18:25
9325,6131805.14367275,5058439.478859556,3.78,101,1123 22:08:25
9325,6130582.258492578,5058685.843596373,4.05,97,1123 21:58:25
9325,6129357.622781237,5058823.57709277,3.89,91,1123 21:48:25
9325,6128437.811448631,5058845.389554499,3.29,97,1123 21:39:23
9325,6127109.2056512,5058877.042748647,3.67,89,1123 21:28:25
9325,6125882.81144204,5058906.4145472115,3.56,88,1123 21:18:25
9325,6124658.260830672,5059044.712146892,3.67,88,1123 21:08:25
9325,6123331.54363883,5059185.63584618,4.26,89,1123 20:58:25
9325,6123210.9157331865,5058100.3474981915,4.16,345,1123 20:48:25
9325,6123599.495795622,5056893.933913629,3.45,338,1123 20:38:26
9325,6123988.153042492,5055687.5835167095,4.37,337,1123 20:28:26
9325,6124274.658294497,5054483.765732357,3.99,330,1123 20:18:26
9325,6124663.461123298,5053277.537966229,4.48,343,1123 20:08:26
9325,6125154.587428069,5052068.911944382,4.37,333,1123 19:58:26
9325,6125645.808091602,5050860.358117687,4.37,310,1123 19:48:26
9325,6126138.937396326,5049760.621214286,4.26,340,1123 19:39:24
9325,6126524.449284263,5048337.174175445,4.7,339,1123 19:28:27
9325,6127222.316974787,5047232.689435648,4.48,309,1123 19:18:26
9325,6128022.5912114475,5046125.859783643,4.59,334,1123 19:08:27
9325,6128614.819062742,5044806.528728882,4.59,329,1123 18:58:27
9325,6129208.955849435,5043596.012774518,4.37,305,1123 18:48:26
9325,6129505.173970704,5042936.42579562,1.46,42,1123 18:38:27
9325,6129803.203996096,5042385.580255943,2.75,357,1123 18:28:26
9325,6130397.563429488,5041175.231227992,4.75,328,1123 18:18:26
9325,6130785.593870529,5039861.063510619,4.75,331,1123 18:08:26
9325,6131378.396696373,5038542.169275858,4.59,345,1123 17:58:26
9325,6131766.614144643,5037228.155550423,4.96,331,1123 17:48:25
9325,6132156.674687662,5036022.910225451,4.59,353,1123 17:39:24
9325,6132746.292155418,5034486.885595187,4.7,329,1123 17:28:27
9325,6133339.549168874,5033168.343939962,5.18,332,1123 17:18:27
9325,6133828.792194388,5031743.58904376,4.48,342,1123 17:08:27
9325,6134010.938837388,5030326.0390948765,5.18,355,1123 16:58:27
9325,6134193.1370882215,5028908.561358435,4.96,350,1123 16:48:27
9325,6134170.5421031965,5027495.895501755,4.75,355,1123 16:38:27
9325,6134250.39144713,5026080.928273946,4.26,5,1123 16:28:27
9325,6134229.565624788,5024777.054107663,4.48,3,1123 16:18:27
9325,6134207.016037348,5023364.590400984,4.37,356,1123 16:08:27
9325,6134184.478639938,5021952.196070882,4.59,11,1123 15:58:27
9325,6133467.255569745,5021968.8159759035,4.05,196,1123 15:48:27
9325,6133689.548965245,5023050.512451085,3.78,191,1123 15:39:25
9325,6133812.849824144,5024351.931910828,3.56,180,1123 15:28:27
