渔船ID,x,y,速度,方向,time
10796,6102649.403100675,5112536.346132412,0.0,0,1113 23:59:51
10796,6102649.403100675,5112536.346132412,0.0,0,1113 23:49:51
10796,6102649.403100675,5112536.346132412,0.0,0,1113 23:39:51
10796,6102649.403100675,5112536.346132412,0.0,0,1113 23:29:51
10796,6102649.403100675,5112536.346132412,0.0,0,1113 23:19:51
10796,6102649.403100675,5112536.346132412,0.0,0,1113 23:09:51
10796,6102649.403100675,5112536.346132412,0.0,0,1113 22:59:51
10796,6102649.403100675,5112536.346132412,0.0,0,1113 22:50:49
10796,6102649.403100675,5112536.346132412,0.0,0,1113 22:39:51
10796,6102649.403100675,5112536.346132412,0.0,0,1113 22:29:51
10796,6102649.403100675,5112536.346132412,0.0,0,1113 22:19:51
10796,6102649.403100675,5112536.346132412,0.0,0,1113 22:09:51
10796,6102649.403100675,5112536.346132412,0.05,0,1113 21:59:52
10796,6102649.403100675,5112536.346132412,0.0,0,1113 21:49:51
10796,6102649.403100675,5112536.346132412,0.0,0,1113 21:39:51
10796,6102649.403100675,5112536.346132412,0.0,0,1113 21:29:51
10796,6102649.403100675,5112536.346132412,0.0,0,1113 21:19:51
10796,6102649.403100675,5112536.346132412,0.0,0,1113 21:09:52
10796,6102649.403100675,5112536.346132412,0.0,0,1113 20:59:52
10796,6102649.403100675,5112536.346132412,0.0,0,1113 20:50:49
10796,6102649.403100675,5112536.346132412,0.0,0,1113 20:39:52
10796,6102649.403100675,5112536.346132412,0.0,0,1113 20:29:51
10796,6102649.403100675,5112536.346132412,0.0,0,1113 20:19:51
10796,6102649.403100675,5112536.346132412,0.0,0,1113 20:09:52
10796,6102649.403100675,5112536.346132412,0.0,0,1113 19:59:51
10796,6102649.403100675,5112536.346132412,0.0,0,1113 19:49:52
10796,6102649.403100675,5112536.346132412,0.0,0,1113 19:39:52
10796,6102649.403100675,5112536.346132412,0.0,0,1113 19:29:52
10796,6102649.403100675,5112536.346132412,0.0,0,1113 19:19:52
10796,6102649.403100675,5112536.346132412,0.0,0,1113 19:09:52
10796,6102649.403100675,5112536.346132412,0.0,0,1113 18:59:52
10796,6102649.403100675,5112536.346132412,0.0,0,1113 18:50:50
10796,6102649.403100675,5112536.346132412,0.0,0,1113 18:39:52
10796,6102649.403100675,5112536.346132412,0.05,0,1113 18:29:52
10796,6102649.403100675,5112536.346132412,0.0,0,1113 18:19:52
10796,6102649.403100675,5112536.346132412,0.0,0,1113 18:09:52
10796,6102649.403100675,5112536.346132412,0.05,0,1113 17:59:52
10796,6102547.596563596,5112539.033015398,0.0,0,1113 17:49:52
10796,6102549.64113896,5112647.997766217,0.0,0,1113 17:39:52
10796,6102649.403100675,5112536.346132412,0.0,0,1113 17:29:52
10796,6102547.596563596,5112539.033015398,0.0,0,1113 17:19:52
10796,6102549.64113896,5112647.997766217,0.0,0,1113 17:09:52
10796,6102549.64113896,5112647.997766217,0.0,0,1113 16:59:52
10796,6102549.64113896,5112647.997766217,0.0,0,1113 16:50:50
10796,6102549.64113896,5112647.997766217,0.0,0,1113 16:39:52
10796,6102651.446900655,5112645.310903694,0.0,0,1113 16:29:52
