渔船ID,x,y,速度,方向,time
10120,6636460.067223483,5788262.72694363,5.77,183,1106 23:56:10
10120,6636355.677505454,5788592.130219777,0.22,330,1106 23:46:09
10120,6636350.389240959,5788813.504633754,1.03,132,1106 23:36:58
10120,6636345.100653137,5789034.8797571035,0.7,117,1106 23:26:07
10120,6636532.710215897,5789261.5701068435,2.32,337,1106 23:16:03
10120,6636950.304007676,5787943.968282888,3.89,4,1106 22:56:00
10120,6636713.8353437325,5785722.30327962,3.78,352,1106 22:35:59
10120,6636643.790138372,5784612.8291189475,3.89,359,1106 22:26:00
10120,6636672.85891308,5783395.353684353,4.21,10,1106 22:15:58
10120,6636441.403216207,5780952.491556233,4.1,10,1106 21:55:56
10120,6636371.243262722,5779843.096113687,4.1,2,1106 21:45:50
10120,6636400.231573245,5778625.70443663,4.1,352,1106 21:36:08
10120,6635733.621677592,5761887.252123552,4.48,353,1106 19:25:53
10120,6635571.564755738,5760554.242727648,4.21,10,1106 19:15:53
10120,6635409.4501305865,5759221.262727069,4.91,6,1106 19:05:46
10120,6635247.277826335,5757888.31218214,2.7,71,1106 18:55:45
10120,6634988.314520936,5756552.747905438,5.02,10,1106 18:45:45
10120,6634925.358020063,5755111.867091781,4.21,10,1106 18:35:38
10120,6634071.697906093,5750217.834199438,7.72,359,1106 18:05:59
10120,6636023.072826989,5749606.959335042,10.09,260,1106 17:55:42
10120,6639306.068017126,5750029.592226796,9.12,256,1106 17:45:42
10120,6642494.65997376,5750340.001033152,9.71,258,1106 17:35:35
10120,6644596.966081329,5751506.2531295465,6.1,179,1106 17:25:39
10120,6644591.5878116535,5751727.500126023,0.49,229,1106 17:15:38
10120,6644583.519782082,5752059.372035456,2.1,146,1106 17:05:36
10120,6644677.5955745485,5752172.735659016,0.49,242,1106 16:55:35
10120,6644871.125929085,5752178.217118357,1.62,273,1106 16:45:32
10120,6644967.890981229,5752180.959301074,2.0,291,1106 16:35:32
10120,6645156.030149653,5752407.695508492,2.37,199,1106 16:25:35
10120,6644967.890981229,5752180.959301074,3.18,164,1106 16:15:30
10120,6644916.702141741,5754282.855622135,3.51,171,1106 15:55:31
10120,6644889.748548014,5755389.144098378,3.78,174,1106 15:45:31
10120,6645058.940694364,5756390.304981755,5.07,153,1106 15:35:31
10120,6645128.671304712,5757499.372311233,3.29,219,1106 15:25:29
10120,6645101.664932642,5758605.714266207,3.62,165,1106 15:15:28
10120,6645074.650210867,5759712.074875687,2.81,195,1106 15:05:24
10120,6645144.317569188,5760821.198055231,2.91,196,1106 14:55:25
10120,6645020.595721489,5761924.851923356,3.72,181,1106 14:45:25
10120,6645186.898575257,5763036.756077634,3.99,171,1106 14:35:16
10120,6645159.83137669,5764143.190426377,3.51,216,1106 14:25:21
10120,6645226.698953046,5765363.034333982,3.72,183,1106 14:15:17
10120,6645293.535332971,5766582.9009353975,3.89,176,1106 14:05:19
10120,6645360.34050687,5767802.79018515,2.91,187,1106 13:55:15
10120,6645429.8290576525,5768912.049777206,3.02,159,1106 13:45:11
10120,6645206.744244227,5770123.742672467,2.0,185,1106 13:35:15
10120,6645206.744244227,5770123.742672467,2.0,185,1106 13:35:12
10120,6645340.203370958,5772563.671011647,3.29,173,1106 13:15:15
10120,6645409.605218471,5773673.008755033,0.49,166,1106 13:05:14
10120,6645476.258547098,5774893.026994721,0.38,0,1106 12:55:12
