渔船ID,x,y,速度,方向,time
9270,6507142.68687037,5427816.62399305,2.91,237,1103 09:23:19
9270,6505437.10397963,5429113.130102007,3.18,40,1103 08:43:20
9270,6505437.10397963,5429113.130102007,3.18,40,1103 08:43:19
9270,6504645.807285562,5428662.546209934,2.81,50,1103 08:33:28
9270,6503856.762278806,5427992.109274994,3.51,50,1103 08:23:17
9270,6503168.28688186,5427213.109707327,3.78,30,1103 08:13:27
9270,6502580.38113582,5426325.5326442765,3.99,20,1103 08:03:22
9270,6501894.002172847,5425326.744392376,3.78,20,1103 07:53:04
9270,6501305.909781003,5424439.281844129,2.1,20,1103 07:43:03
9270,6500717.730462157,5423551.872532125,3.78,40,1103 07:33:03
9270,6500717.730462157,5423551.872532125,3.78,40,1103 07:33:02
9270,6500231.25202121,5422445.917024476,3.4,20,1103 07:23:02
9270,6499844.23821611,5421341.303567913,1.67,30,1103 07:13:01
9270,6499458.2642271025,5420126.793883624,3.4,30,1103 07:02:57
9270,6499450.469375864,5420896.38141505,1.89,10,1103 06:32:59
9270,6499251.350284163,5420893.811565095,0.81,50,1103 06:23:01
9270,6499053.341251108,5420781.30371286,0.38,133,1103 06:13:00
9270,6498660.6320626335,5420226.478077716,4.32,20,1103 06:02:56
9270,6498072.051104108,5419339.313143108,3.72,30,1103 05:52:54
9270,6497384.898858868,5418341.00005613,4.1,30,1103 05:42:53
9270,6496696.544623232,5417452.691205516,3.02,50,1103 05:32:53
9270,6496107.683969132,5416565.700534165,6.48,50,1103 05:22:53
9270,6495419.135148305,5415677.517258677,3.02,30,1103 05:12:51
9270,6494630.876728314,5414788.162085861,3.51,10,1103 05:02:47
9270,6493942.119202763,5413900.118283149,7.77,334,1103 04:52:48
9270,6493052.959702781,5413119.617348229,4.21,50,1103 04:42:48
9270,6492362.944191753,5412341.638106358,5.5,10,1103 04:32:46
9270,6491774.562044296,5411345.093158586,3.78,50,1103 04:22:46
9270,6491085.4012153335,5410457.319482619,3.62,71,1103 04:12:45
9270,6490194.780322635,5409787.051069329,1.03,81,1103 04:02:43
9270,6488312.57477745,5408555.520836944,3.4,40,1103 03:42:43
9270,6487320.99682035,5407994.274869524,3.29,50,1103 03:32:40
9270,6486328.333813813,5407543.0433746055,2.48,81,1103 03:22:39
9270,6485335.597965663,5407091.9155542785,2.37,91,1103 03:12:39
9270,6484443.442728327,5406532.120391988,3.29,91,1103 03:02:38
9270,6483450.556381352,5406081.1910981815,3.62,61,1103 02:52:37
9270,6481764.582476297,5405073.063112868,2.59,81,1103 02:32:37
9270,6480873.065752996,5404403.713454118,2.48,50,1103 02:22:34
9270,6480179.910454713,5403846.537517779,3.4,30,1103 02:12:34
9270,6479386.989771738,5403288.331623438,2.81,40,1103 02:02:33
9270,6478392.733568351,5402947.837823655,2.81,61,1103 01:52:36
9270,6477497.214170908,5402718.408169031,2.7,81,1103 01:42:33
9270,6476600.752120545,5402598.9565725485,2.48,50,1103 01:32:29
9270,6475705.173223852,5402369.689813917,2.1,71,1103 01:22:29
9270,6473812.430063114,5402130.162209057,2.91,91,1103 01:02:41
9270,6472509.164944349,5402996.041092397,7.61,149,1103 00:52:46
9270,6470897.503297023,5405068.02817299,8.2,142,1103 00:42:45
9270,6470693.825618971,5405615.55269908,0.81,222,1103 00:32:41
