渔船ID,x,y,速度,方向,time
9156,6718982.955759644,5598538.930175539,2.7,177,1103 11:53:51
9156,6719156.372816103,5599318.032819062,2.48,185,1103 11:43:49
9156,6719231.7624368835,5600093.663401921,2.59,198,1103 11:33:47
9156,6719209.144026793,5600865.819648017,2.59,168,1103 11:23:47
9156,6719186.520419196,5601637.987389288,2.59,174,1103 11:13:57
9156,6719163.891614435,5602410.1666142065,2.1,157,1103 11:04:01
9156,6719141.257612848,5603182.357311246,2.37,167,1103 10:54:00
9156,6719118.61841477,5603954.55946888,2.48,178,1103 10:44:29
9156,6719269.227879484,5605505.969124063,2.37,183,1103 10:23:57
9156,6719344.505533585,5606281.691886638,2.32,180,1103 10:13:55
9156,6719321.82642279,5607053.939090576,2.48,170,1103 10:04:11
9156,6719371.135859239,5608712.27992272,2.81,160,1103 09:43:55
9156,6719446.352578626,5609488.050463732,2.7,182,1103 09:34:25
9156,6719476.096028007,5611808.454324027,2.7,189,1103 09:03:48
9156,6719645.895952984,5612698.094043505,4.91,199,1103 08:53:46
9156,6719717.775187694,5613584.259962164,0.7,173,1103 08:43:45
9156,6719114.233522887,5614115.012222337,2.32,91,1103 08:33:44
9156,6718334.42667792,5613976.827316416,1.62,50,1103 08:23:43
9156,6717453.483031424,5613945.572880379,0.7,91,1103 08:13:43
9156,6716670.414835145,5613917.857791808,2.7,91,1103 08:04:11
9156,6715789.4550597835,5613886.753279267,2.91,81,1103 07:53:41
9156,6714911.694394311,5613745.39042723,2.21,81,1103 07:43:40
9156,6714030.709409107,5613714.444371568,2.7,91,1103 07:33:38
9156,6713152.907039372,5613573.239632859,2.81,81,1103 07:23:38
9156,6712271.896931226,5613542.452040102,2.81,81,1103 07:13:33
9156,6711296.160565459,5613397.998267854,3.4,71,1103 07:03:36
9156,6710326.723954494,5613032.965744178,3.02,61,1103 06:53:34
9156,6709559.33389659,5612454.133329496,3.51,50,1103 06:43:31
9156,6708690.806967118,5611982.322066134,3.51,71,1103 06:33:31
9156,6707721.155344969,5611617.556128605,3.4,71,1103 06:23:29
9156,6706656.651905644,5611139.192168847,9.17,61,1103 06:13:29
9156,6705200.375406639,5610647.557350754,8.2,81,1103 06:03:29
9156,6702477.105819968,5609892.252695447,6.48,50,1103 05:53:27
9156,6699759.569606386,5608917.04718997,9.01,50,1103 05:43:27
9156,6697142.524035377,5607835.543618102,9.5,71,1103 05:33:26
9156,6694292.926815849,5608072.27189553,10.09,121,1103 05:23:26
9156,6691728.29358224,5608650.467135879,6.48,160,1103 05:14:41
9156,6691523.446224223,5608975.05661538,0.81,132,1103 04:53:26
9156,6691229.61411845,5608965.434851745,0.92,104,1103 04:43:24
9156,6691030.745157722,5609069.362215544,8.31,10,1103 04:33:22
9156,6690917.902731119,5609617.84739474,2.21,177,1103 04:23:20
9156,6690894.05940226,5610500.561024377,2.7,173,1103 04:13:20
9156,6690968.134188582,5611386.492156306,1.08,182,1103 04:03:18
9156,6690947.25431318,5612158.891494877,2.37,175,1103 03:53:18
9156,6691021.296310122,5613044.850673035,2.32,192,1103 03:43:15
9156,6690798.623725897,5614031.563633522,3.4,166,1103 03:33:48
9156,6690750.868477669,5615797.153551519,3.08,164,1103 03:13:12
9156,6690726.981502674,5616679.970603638,2.81,188,1103 03:06:45
