渔船ID,x,y,速度,方向,time
9949,6875427.229981173,5608118.826877208,0.22,0,1117 11:57:44
9949,6875441.275705375,5607788.088220457,0.59,30,1117 11:47:43
9949,6875352.854999783,5607562.547451306,0.38,344,1117 11:38:04
9949,6875264.429896244,5607337.008403852,0.7,360,1117 11:27:42
9949,6875273.788085325,5607116.51880169,0.59,356,1117 11:17:42
9949,6875190.033804817,5606780.738279963,1.08,0,1117 11:07:41
9949,6875297.180869803,5606565.298868975,0.81,10,1117 10:57:42
9949,6875404.330795392,5606349.861555728,1.08,7,1117 10:47:50
9949,6875413.688033547,5606129.37623779,0.7,354,1117 10:37:50
9949,6875525.521007031,5605803.700251658,0.32,0,1117 10:27:41
9949,6875632.678451335,5605588.268673785,0.38,0,1117 10:17:40
9949,6875739.838754643,5605372.839194976,0.92,331,1117 10:07:41
9949,6875847.001916553,5605157.411815535,0.81,318,1117 09:57:35
9949,6875958.849168503,5604831.747025595,0.7,337,1117 09:47:34
9949,6876066.018645393,5604616.324359471,0.92,310,1117 09:38:01
9949,6876270.999959644,5604405.961499793,1.08,349,1117 09:27:30
9949,6876475.987295105,5604195.603865832,1.78,325,1117 09:17:30
9949,6876885.980025661,5603774.9042767985,0.92,307,1117 08:57:27
9949,6877090.9854187565,5603564.562322598,0.32,311,1117 08:47:28
9949,6877295.996829066,5603354.225595862,1.03,331,1117 08:37:42
9949,6877501.014255588,5603143.894097024,0.92,310,1117 08:27:26
9949,6877706.037697325,5602933.5678265225,0.7,314,1117 08:17:31
9949,6877906.37178229,5602833.480729388,1.08,285,1117 08:07:55
9949,6878307.048508743,5602633.319552371,0.7,331,1117 07:57:24
9949,6878409.569249452,5602528.165378699,0.81,323,1117 07:47:25
9949,6878712.4386419635,5602322.943100492,0.59,333,1117 07:37:23
9949,6878912.7886413485,5602222.878028087,0.32,299,1117 07:27:21
9949,6879113.14149075,5602122.817295393,0.92,276,1117 07:17:22
9949,6879313.497189729,5602022.76090253,0.11,296,1117 07:07:23
9949,6879513.85573785,5601922.708849619,0.49,292,1117 06:57:19
9949,6879616.39075075,5601817.568961483,0.38,278,1117 06:47:20
9949,6879812.043363644,5601827.7542913975,0.22,131,1117 06:37:20
9949,6879914.581379779,5601722.617764135,0.32,328,1117 06:27:20
9949,6880110.234874127,5601732.80906431,2.48,303,1117 06:17:21
9949,6880310.603158165,5601632.774043659,0.81,237,1117 05:57:14
9949,6880408.430268187,5601637.873168578,2.0,205,1117 05:47:15
9949,6880506.257223036,5601642.9732728265,0.59,283,1117 05:37:15
9949,6880599.365895497,5601758.304452857,0.59,260,1117 05:27:13
9949,6880599.365895497,5601758.304452857,0.32,260,1117 05:17:11
9949,6880692.472446031,5601873.63675206,0.0,0,1117 05:07:11
9949,6880692.472446031,5601873.63675206,0.11,0,1117 04:57:05
9949,6880687.753102611,5601983.867269891,0.22,0,1117 04:47:05
9949,6880683.033603931,5602094.0980219785,1.08,249,1117 04:37:05
9949,6880678.313949991,5602204.329008287,0.59,170,1117 04:27:02
9949,6880673.594140792,5602314.560228784,0.32,20,1117 04:17:02
9949,6880668.874176338,5602424.791683434,0.81,248,1117 04:07:01
9949,6880566.334658775,5602529.921687246,2.48,91,1117 03:57:01
9949,6880468.515105696,5602524.82098154,0.22,0,1117 03:47:00
9949,6880365.977840324,5602629.953319662,1.03,91,1117 03:37:00
9949,6880263.4420765685,5602735.086965542,0.49,126,1117 03:26:59
9949,6880063.0903588515,5602835.125272053,0.11,104,1117 03:16:58
9949,6879960.558349685,5602940.262559717,0.32,147,1117 03:06:58
9949,6879760.211733886,5603040.307539951,0.59,127,1117 02:56:56
9949,6879555.156728667,5603250.5907057235,1.03,127,1117 02:46:57
9949,6879359.527051241,5603240.41051886,0.59,142,1117 02:36:58
9949,6879159.188985269,5603340.468517296,1.08,229,1117 02:26:57
9949,6878958.853770109,5603440.53085489,0.92,106,1117 02:16:55
9949,6878763.225859932,5603430.362606945,0.92,109,1117 02:06:56
9949,6878465.081099696,5603525.352644834,1.08,100,1117 01:56:53
9949,6878171.6394019425,5603510.116570882,0.7,91,1117 01:46:52
9949,6877976.010830916,5603499.9640842285,0.81,91,1117 01:36:54
9949,6877780.3816421535,5603489.81551438,1.03,61,1117 01:26:52
9949,6877486.936701275,5603474.600003638,1.03,71,1117 01:16:51
9949,6877291.3059692085,5603464.461225848,0.32,115,1117 01:06:49
9949,6877095.674620237,5603454.326364904,0.38,81,1117 00:56:43
9949,6876806.9127691025,5603328.89555293,0.81,50,1117 00:46:52
9949,6876615.962428277,5603208.534665713,1.19,71,1117 00:36:45
9949,6876420.325296957,5603198.413326282,0.81,10,1117 00:26:45
9949,6876229.368132803,5603078.060225576,2.1,348,1117 00:16:44
9949,6876038.406574292,5602957.711088391,1.19,1,1117 00:06:43
9949,6875847.44062183,5602837.3659148915,1.51,336,1116 23:56:37
9949,6875754.29377407,5602722.077238563,0.38,0,1116 23:46:36
9949,6875563.320248433,5602601.738081124,0.81,50,1116 23:36:38
9949,6875470.168101456,5602486.452576803,0.59,50,1116 23:26:36
9949,6875283.8574491525,5602255.88492782,0.22,40,1116 23:16:36
9949,6875190.698944049,5602140.602783292,0.7,61,1116 23:06:36
9949,6875195.368176268,5602030.368696828,0.49,40,1116 22:56:30
9949,6875102.206492487,5601915.087859869,3.08,144,1116 22:46:32
9949,6875111.542377189,5601694.62076481,5.07,150,1116 22:36:29
