渔船ID,x,y,速度,方向,time
10256,6087406.110980005,5019772.388944676,4.16,82,1117 11:54:25
10256,6086172.58133116,5019589.288536887,4.16,78,1117 11:44:26
10256,6084832.398608227,5019191.964577633,4.37,61,1117 11:34:25
10256,6083692.861502618,5018571.835796187,3.78,92,1117 11:24:25
10256,6082674.647330699,5018926.49749071,2.59,105,1117 11:14:26
10256,6081852.934125005,5018841.004434441,0.97,25,1117 11:04:26
10256,6082262.737028094,5018829.434388778,1.89,309,1117 10:54:26
10256,6083289.351940469,5018909.197931921,3.29,256,1117 10:44:25
10256,6084420.505384301,5019094.813395173,4.05,279,1117 10:34:25
10256,6085547.466123501,5019063.317993577,4.05,282,1117 10:24:26
10256,6086571.985017559,5019034.793500453,3.45,266,1117 10:16:58
10256,6089129.202139666,5018746.6936445115,4.05,279,1117 09:54:25
10256,6090256.223065903,5018715.716762128,4.05,278,1117 09:44:26
10256,6091483.670606481,5018573.44681962,3.89,269,1117 09:34:24
10256,6092711.148453856,5018431.324498394,3.67,265,1117 09:24:25
10256,6093938.656553242,5018289.349803216,4.05,278,1117 09:14:25
10256,6095166.194849844,5018147.522738852,4.16,268,1117 09:04:25
10256,6096393.763288872,5018005.843310053,3.56,275,1117 08:54:25
10256,6097723.829342478,5017861.575326362,4.16,285,1117 08:44:25
10256,6098951.459647083,5017720.203472495,4.16,272,1117 08:34:25
10256,6100177.142566348,5017470.362332644,4.37,297,1117 08:24:26
10256,6100060.826366979,5016712.76710072,3.78,71,1117 08:15:24
10256,6098931.599177128,5016634.050925692,3.78,100,1117 08:04:26
10256,6097703.878272193,5016775.421047073,3.67,96,1117 07:54:27
10256,6096576.65777123,5016805.577813808,3.78,87,1117 07:44:27
10256,6095451.458572274,5016944.471839132,3.56,83,1117 07:34:26
10256,6094324.266569711,5016974.876637987,3.67,91,1117 07:24:25
10256,6093197.084764949,5017005.405561279,4.05,92,1117 07:14:27
10256,6092069.913199535,5017036.058607882,3.56,85,1117 07:04:27
10256,6090840.283218559,5017069.63985588,2.97,90,1117 06:54:27
