渔船ID,x,y,速度,方向,time
10855,6771195.53912704,6547086.443103086,0.11,174,1030 23:55:54
10855,6771195.53912704,6547086.443103086,0.32,0,1030 23:45:57
10855,6771195.53912704,6547086.443103086,0.22,284,1030 23:35:56
10855,6771195.53912704,6547086.443103086,0.0,344,1030 23:25:54
10855,6771195.53912704,6547086.443103086,0.32,178,1030 23:15:54
10855,6771195.53912704,6547086.443103086,0.32,0,1030 23:06:25
10855,6771106.431100787,6547082.437242642,0.22,0,1030 22:45:50
10855,6771106.431100787,6547082.437242642,0.11,122,1030 22:35:50
10855,6771106.431100787,6547082.437242642,0.0,0,1030 22:25:51
10855,6771106.431100787,6547082.437242642,0.0,6,1030 22:15:51
10855,6771106.431100787,6547082.437242642,0.22,254,1030 22:05:47
10855,6771106.431100787,6547082.437242642,0.22,0,1030 21:55:46
10855,6771106.431100787,6547082.437242642,0.0,0,1030 21:46:28
10855,6771106.431100787,6547082.437242642,0.22,71,1030 20:55:48
10855,6771101.263157865,6547193.477863305,0.11,0,1030 20:45:45
10855,6771012.1561606815,6547189.472946634,0.11,160,1030 20:35:41
10855,6771012.1561606815,6547189.472946634,0.22,356,1030 20:25:41
10855,6771012.1561606815,6547189.472946634,0.22,178,1030 20:15:42
10855,6771012.1561606815,6547189.472946634,0.32,246,1030 20:05:41
10855,6771012.1561606815,6547189.472946634,0.22,0,1030 19:55:35
10855,6771012.1561606815,6547189.472946634,0.11,0,1030 19:45:39
10855,6770923.0490416465,6547185.468921995,0.22,0,1030 19:35:37
10855,6770923.0490416465,6547185.468921995,0.22,0,1030 19:25:30
10855,6770923.0490416465,6547185.468921995,0.32,30,1030 19:15:29
10855,6771012.1561606815,6547189.472946634,0.22,40,1030 19:05:27
10855,6771012.1561606815,6547189.472946634,0.32,342,1030 18:55:29
10855,6770923.0490416465,6547185.468921995,0.11,0,1030 18:45:28
10855,6770923.0490416465,6547185.468921995,0.11,161,1030 18:36:33
10855,6771012.1561606815,6547189.472946634,0.11,0,1030 17:55:20
10855,6771012.1561606815,6547189.472946634,0.32,0,1030 17:45:19
10855,6771012.1561606815,6547189.472946634,0.32,0,1030 17:45:16
10855,6771012.1561606815,6547189.472946634,0.11,0,1030 17:25:18
10855,6771012.1561606815,6547189.472946634,0.11,0,1030 17:15:20
10855,6771012.1561606815,6547189.472946634,0.22,0,1030 17:05:13
10855,6771101.263157865,6547193.477863305,0.32,186,1030 16:55:27
10855,6771101.263157865,6547193.477863305,0.22,30,1030 16:36:48
10855,6771101.263157865,6547193.477863305,0.22,324,1030 16:16:00
10855,6771101.263157865,6547193.477863305,0.22,324,1030 16:15:15
10855,6771106.431100787,6547082.437242642,0.22,40,1030 15:45:05
10855,6771106.431100787,6547082.437242642,0.81,20,1030 15:35:04
10855,6771106.431100787,6547082.437242642,0.0,40,1030 15:25:02
10855,6771106.431100787,6547082.437242642,0.11,166,1030 15:15:01
10855,6771106.431100787,6547082.437242642,0.11,121,1030 15:04:59
10855,6771106.431100787,6547082.437242642,0.22,81,1030 14:55:00
10855,6771106.431100787,6547082.437242642,0.22,269,1030 14:45:35
10855,6771195.53912704,6547086.443103086,0.22,0,1030 14:25:46
10855,6771195.53912704,6547086.443103086,0.22,50,1030 13:55:02
10855,6771195.53912704,6547086.443103086,0.32,0,1030 13:45:01
10855,6771200.708099003,6546975.402480524,0.22,124,1030 13:35:06
10855,6771200.708099003,6546975.402480524,0.22,0,1030 13:15:33
10855,6771200.708099003,6546975.402480524,0.32,0,1030 12:54:45
10855,6771279.476786569,6547201.490372743,4.91,222,1030 12:44:57
10855,6770531.7979186475,6549838.427123255,9.39,163,1030 12:34:49
10855,6769423.061007926,6552570.470753891,9.28,153,1030 12:24:48
10855,6768058.076497342,6555068.6114055775,8.42,150,1030 12:14:47
10855,6766116.806047685,6556539.879336419,8.47,118,1030 12:05:19
10855,6763652.31271604,6557765.880870356,9.01,117,1030 11:54:46
10855,6761124.763619285,6558433.450775724,8.47,106,1030 11:44:51
10855,6758607.62164009,6558879.6536874315,8.47,107,1030 11:35:28
10855,6753475.1054618675,6559992.450474375,8.47,104,1030 11:14:41
10855,6751032.905086325,6560777.7514003385,8.58,107,1030 11:04:38
10855,6748600.915280362,6561341.628757364,8.47,102,1030 10:56:08
10855,6743643.983971955,6562578.68916454,8.2,107,1030 10:34:40
10855,6741217.698164578,6563033.532662637,7.99,104,1030 10:24:43
10855,6738871.045104853,6563714.817702447,7.72,111,1030 10:14:43
10855,6736796.35686609,6564296.651157212,8.47,113,1030 10:05:33
10855,6732277.858407958,6565780.444088346,1.78,153,1030 09:44:30
10855,6730377.244855087,6566482.054413241,6.48,104,1030 09:34:36
10855,6728565.852448155,6567187.647332454,5.5,112,1030 09:24:28
10855,6726927.96060992,6568011.783923818,6.1,120,1030 09:14:38
10855,6725117.129118451,6568718.07346064,6.1,117,1030 09:04:57
10855,6722207.5659150435,6570159.849253693,2.21,281,1030 08:44:24
10855,6723021.491580303,6569858.367584745,1.67,30,1030 08:24:24
10855,6722937.1630924735,6569743.790218247,1.03,10,1030 08:14:25
10855,6722848.250626188,6569740.267461646,0.92,320,1030 08:04:22
10855,6723564.138063507,6569657.42093193,5.02,264,1030 07:54:40
10855,6726329.636595346,6569545.158106213,0.59,256,1030 07:34:14
10855,6727649.369720474,6569931.770001822,1.19,254,1030 07:24:11
10855,6728987.619201497,6569874.375068167,5.88,274,1030 07:14:13
10855,6728987.619201497,6569874.375068167,5.88,274,1030 07:14:12
10855,6731753.053513609,6569763.800998567,5.77,283,1030 06:54:46
10855,6736048.886088861,6569271.892403442,4.8,282,1030 06:24:02
10855,6736310.850561064,6569393.907088855,0.11,0,1030 06:14:01
10855,6736226.69942105,6569279.203104387,5.88,91,1030 06:04:00
10855,6735866.322739156,6569375.6327994475,1.19,20,1030 05:54:00
10855,6735871.072311865,6569264.5852626115,0.22,360,1030 05:43:59
10855,6736414.025007304,6569064.422681569,2.1,268,1030 05:34:36
10855,6738917.788800006,6568834.0603522565,4.48,274,1030 05:03:56
10855,6740261.022135009,6568667.317018081,4.21,261,1030 04:53:54
10855,6741604.2991328975,6568500.7765920665,4.7,275,1030 04:43:59
10855,6742760.122761577,6568549.082771198,1.3,61,1030 04:23:52
10855,6742863.5472557135,6568219.671492377,2.32,30,1030 04:13:52
10855,6743055.8929906525,6567893.985014673,1.3,2,1030 04:04:15
10855,6743149.649805716,6567786.66545465,6.1,71,1030 03:54:07
