渔船ID,x,y,速度,方向,time
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 23:54:38
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 23:44:38
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 23:34:38
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 23:24:38
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 23:14:38
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 23:05:35
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 22:54:38
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 22:44:38
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 22:35:38
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 22:25:38
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 22:15:38
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 22:05:38
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 21:55:38
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 21:45:38
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 21:35:38
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 21:25:38
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 21:15:38
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 21:06:36
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 20:55:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 20:45:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 20:35:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 20:25:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 20:15:39
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 20:05:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 19:55:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 19:45:39
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 19:35:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 19:25:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 19:15:39
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 19:06:36
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 18:55:39
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 18:45:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 18:35:39
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 18:25:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 18:16:21
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 17:55:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 17:45:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 17:36:15
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 17:15:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 17:06:36
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 16:55:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 16:45:39
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 16:35:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 16:25:39
9884,6102749.1667766115,5112424.6958602015,0.27,0,1030 16:15:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 16:05:39
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 15:55:39
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 15:45:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 15:35:39
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 15:25:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 15:15:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 15:06:37
9884,6102749.1667766115,5112424.6958602015,0.59,22,1030 14:55:39
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 14:45:39
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 14:35:40
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 14:25:40
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 14:16:49
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 13:55:40
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 13:46:48
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 13:25:40
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 13:15:40
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 13:06:37
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 12:55:40
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 12:45:40
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 12:35:40
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 12:25:40
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 12:15:40
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 12:05:40
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 11:55:40
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 11:46:11
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 11:25:40
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 11:15:40
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 11:06:37
9884,6102749.1667766115,5112424.6958602015,0.27,0,1030 10:55:40
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 10:45:40
9884,6102749.1667766115,5112424.6958602015,0.0,0,1030 10:35:40
9884,6102749.1667766115,5112424.6958602015,0.05,0,1030 10:25:40
