渔船ID,x,y,速度,方向,time
9280,6163685.070850449,5176145.066607351,0.22,0,1106 23:56:04
9280,6163685.070850449,5176145.066607351,0.32,0,1106 23:46:04
9280,6163685.070850449,5176145.066607351,0.22,190,1106 23:36:10
9280,6163685.070850449,5176145.066607351,0.22,282,1106 23:16:02
9280,6163685.070850449,5176145.066607351,0.0,0,1106 23:06:03
9280,6163685.070850449,5176145.066607351,0.11,351,1106 22:56:00
9280,6163685.070850449,5176145.066607351,0.32,0,1106 22:46:00
9280,6163685.070850449,5176145.066607351,0.22,0,1106 22:36:00
9280,6163685.070850449,5176145.066607351,0.11,208,1106 22:34:15
9280,6163685.070850449,5176145.066607351,0.22,40,1106 21:55:51
9280,6163685.070850449,5176145.066607351,0.11,0,1106 21:45:54
9280,6163685.070850449,5176145.066607351,0.11,71,1106 21:35:49
9280,6163685.070850449,5176145.066607351,0.22,71,1106 19:35:47
9280,6163786.452474479,5176142.9917571,0.11,299,1106 19:25:46
9280,6163786.452474479,5176142.9917571,0.32,81,1106 19:15:47
9280,6163786.452474479,5176142.9917571,0.11,40,1106 19:05:45
9280,6163786.452474479,5176142.9917571,0.11,277,1106 18:55:45
9280,6163786.452474479,5176142.9917571,0.0,277,1106 18:45:40
9280,6163786.452474479,5176142.9917571,0.11,0,1106 18:35:41
9280,6163786.452474479,5176142.9917571,0.11,50,1106 18:25:41
9280,6163786.452474479,5176142.9917571,0.22,353,1106 18:15:40
9280,6163786.452474479,5176142.9917571,0.0,277,1106 18:05:36
9280,6163786.452474479,5176142.9917571,0.0,0,1106 17:55:55
9280,6163685.070850449,5176145.066607351,0.22,0,1106 17:35:43
9280,6163685.070850449,5176145.066607351,0.0,0,1106 17:26:34
9280,6163685.070850449,5176145.066607351,0.22,0,1106 17:05:38
9280,6163685.070850449,5176145.066607351,0.0,0,1106 16:55:37
9280,6163685.070850449,5176145.066607351,0.11,0,1106 16:45:39
9280,6163685.070850449,5176145.066607351,0.11,0,1106 16:35:41
9280,6163685.070850449,5176145.066607351,0.0,0,1106 16:25:37
9280,6163685.070850449,5176145.066607351,0.22,0,1106 16:15:42
9280,6163685.070850449,5176145.066607351,0.0,0,1106 16:05:24
9280,6163685.070850449,5176145.066607351,0.22,81,1106 15:55:27
9280,6163685.070850449,5176145.066607351,0.11,346,1106 15:45:25
9280,6163685.070850449,5176145.066607351,0.32,10,1106 15:35:26
9280,6163685.070850449,5176145.066607351,0.11,0,1106 15:25:23
9280,6163685.070850449,5176145.066607351,0.32,50,1106 15:15:23
9280,6163685.070850449,5176145.066607351,0.32,0,1106 15:05:23
9280,6163685.070850449,5176145.066607351,0.22,20,1106 14:56:08
9280,6163685.070850449,5176145.066607351,0.22,20,1106 14:55:23
9280,6163685.070850449,5176145.066607351,0.0,10,1106 14:35:22
9280,6163685.070850449,5176145.066607351,0.22,30,1106 14:25:19
9280,6163685.070850449,5176145.066607351,0.32,339,1106 14:15:18
9280,6163685.070850449,5176145.066607351,0.22,61,1106 14:05:17
9280,6163685.070850449,5176145.066607351,0.11,0,1106 13:55:20
9280,6163685.070850449,5176145.066607351,0.11,0,1106 13:45:16
9280,6163685.070850449,5176145.066607351,0.11,81,1106 13:35:19
9280,6163685.070850449,5176145.066607351,0.0,0,1106 13:25:21
9280,6163685.070850449,5176145.066607351,0.11,324,1106 13:15:16
9280,6163685.070850449,5176145.066607351,0.11,0,1106 13:05:13
9280,6163685.070850449,5176145.066607351,0.11,0,1106 12:55:24
9280,6163685.070850449,5176145.066607351,0.0,265,1106 12:45:14
9280,6163685.070850449,5176145.066607351,0.0,136,1106 12:35:12
9280,6163685.070850449,5176145.066607351,0.11,0,1106 12:25:10
9280,6163685.070850449,5176145.066607351,0.0,0,1106 12:15:10
9280,6163685.070850449,5176145.066607351,0.0,239,1106 12:05:10
9280,6163685.070850449,5176145.066607351,0.0,0,1106 11:55:12
9280,6163685.070850449,5176145.066607351,0.11,127,1106 11:45:10
9280,6163685.070850449,5176145.066607351,0.22,170,1106 11:35:11
9280,6163685.070850449,5176145.066607351,0.0,30,1106 11:25:42
9280,6163685.070850449,5176145.066607351,0.11,351,1106 11:15:54
9280,6163685.070850449,5176145.066607351,0.0,351,1106 11:06:48
9280,6163685.070850449,5176145.066607351,0.0,312,1106 10:46:13
9280,6163685.070850449,5176145.066607351,0.0,312,1106 10:35:50
9280,6163685.070850449,5176145.066607351,0.32,312,1106 10:25:14
9280,6163685.070850449,5176145.066607351,0.0,339,1106 10:15:08
9280,6163685.070850449,5176145.066607351,0.22,0,1106 10:04:58
9280,6163685.070850449,5176145.066607351,0.22,122,1106 09:54:56
9280,6163685.070850449,5176145.066607351,0.11,0,1106 09:44:59
9280,6163685.070850449,5176145.066607351,0.0,178,1106 09:35:13
9280,6163685.070850449,5176145.066607351,0.11,0,1106 09:25:04
9280,6163685.070850449,5176145.066607351,0.11,214,1106 09:05:05
9280,6163685.070850449,5176145.066607351,0.22,237,1106 08:54:52
9280,6163685.070850449,5176145.066607351,0.0,30,1106 08:34:53
9280,6163685.070850449,5176145.066607351,0.0,123,1106 08:24:51
9280,6163685.070850449,5176145.066607351,0.32,255,1106 08:14:50
9280,6163685.070850449,5176145.066607351,0.0,40,1106 08:04:47
9280,6163685.070850449,5176145.066607351,0.0,40,1106 08:04:44
9280,6163685.070850449,5176145.066607351,0.32,308,1106 07:54:49
9280,6163685.070850449,5176145.066607351,0.22,81,1106 07:44:49
9280,6163685.070850449,5176145.066607351,0.0,0,1106 07:34:55
9280,6163685.070850449,5176145.066607351,0.0,130,1106 07:24:44
9280,6163685.070850449,5176145.066607351,0.22,190,1106 07:15:00
9280,6163685.070850449,5176145.066607351,0.11,0,1106 07:04:59
9280,6163685.070850449,5176145.066607351,2.21,209,1106 06:55:45
9280,6163685.070850449,5176145.066607351,0.22,212,1106 06:34:41
9280,6163685.070850449,5176145.066607351,0.11,30,1106 06:24:40
9280,6163685.070850449,5176145.066607351,0.11,327,1106 06:14:36
9280,6163685.070850449,5176145.066607351,0.0,172,1106 06:04:36
9280,6163685.070850449,5176145.066607351,0.22,182,1106 05:55:11
9280,6163685.070850449,5176145.066607351,0.22,196,1106 05:34:36
9280,6163685.070850449,5176145.066607351,0.32,181,1106 05:24:37
9280,6163685.070850449,5176145.066607351,0.32,204,1106 05:14:36
9280,6163685.070850449,5176145.066607351,0.22,113,1106 05:04:34
9280,6163685.070850449,5176145.066607351,0.22,0,1106 04:54:33
9280,6163685.070850449,5176145.066607351,0.11,0,1106 04:44:32
9280,6163685.070850449,5176145.066607351,0.0,161,1106 04:34:45
9280,6163685.070850449,5176145.066607351,0.0,152,1106 04:24:32
9280,6163685.070850449,5176145.066607351,0.0,334,1106 04:14:28
9280,6163685.070850449,5176145.066607351,0.11,292,1106 04:04:26
9280,6163685.070850449,5176145.066607351,0.22,293,1106 03:54:30
9280,6163685.070850449,5176145.066607351,0.11,0,1106 03:44:37
9280,6163685.070850449,5176145.066607351,0.0,0,1106 03:34:39
9280,6163685.070850449,5176145.066607351,0.32,0,1106 03:14:36
9280,6163685.070850449,5176145.066607351,0.0,299,1106 03:04:34
9280,6163685.070850449,5176145.066607351,0.11,291,1106 02:54:34
9280,6163685.070850449,5176145.066607351,0.0,0,1106 02:44:27
9280,6163685.070850449,5176145.066607351,1.19,311,1106 02:34:22
9280,6163685.070850449,5176145.066607351,0.0,328,1106 02:24:24
9280,6163685.070850449,5176145.066607351,0.0,242,1106 02:14:35
9280,6163685.070850449,5176145.066607351,0.11,0,1106 02:04:19
9280,6163685.070850449,5176145.066607351,0.11,0,1106 01:54:20
9280,6163685.070850449,5176145.066607351,0.11,146,1106 01:44:21
9280,6163685.070850449,5176145.066607351,0.22,112,1106 01:34:18
9280,6163685.070850449,5176145.066607351,0.22,103,1106 01:25:19
9280,6163685.070850449,5176145.066607351,0.32,304,1106 01:04:11
9280,6163685.070850449,5176145.066607351,0.22,0,1106 00:44:15
9280,6163685.070850449,5176145.066607351,0.11,0,1106 00:34:13
9280,6163685.070850449,5176145.066607351,0.32,272,1106 00:24:13
9280,6163685.070850449,5176145.066607351,0.11,91,1106 00:14:12
9280,6163685.070850449,5176145.066607351,0.0,151,1106 00:04:10
9280,6163685.070850449,5176145.066607351,0.0,151,1106 00:04:09
9280,6163685.070850449,5176145.066607351,0.0,360,1105 23:34:10
9280,6163685.070850449,5176145.066607351,0.0,346,1105 23:24:08
9280,6163685.070850449,5176145.066607351,0.0,0,1105 23:14:09
9280,6163685.070850449,5176145.066607351,0.11,0,1105 23:04:07
9280,6163685.070850449,5176145.066607351,0.0,178,1105 22:54:03
9280,6163685.070850449,5176145.066607351,0.32,153,1105 22:44:04
9280,6163685.070850449,5176145.066607351,0.11,201,1105 22:34:03
9280,6163685.070850449,5176145.066607351,0.22,288,1105 22:24:04
9280,6163685.070850449,5176145.066607351,0.0,188,1105 22:14:02
9280,6163685.070850449,5176145.066607351,0.0,0,1105 22:04:00
9280,6163685.070850449,5176145.066607351,0.0,0,1105 21:54:02
9280,6163685.070850449,5176145.066607351,0.22,0,1105 21:44:00
9280,6163685.070850449,5176145.066607351,0.0,0,1105 21:33:56
9280,6163685.070850449,5176145.066607351,0.22,0,1105 21:23:59
9280,6163685.070850449,5176145.066607351,0.0,0,1105 21:13:58
9280,6163685.070850449,5176145.066607351,0.0,146,1105 21:04:05
9280,6163685.070850449,5176145.066607351,0.0,177,1105 20:54:04
9280,6163685.070850449,5176145.066607351,0.11,101,1105 20:34:08
9280,6163685.070850449,5176145.066607351,0.22,0,1105 20:23:52
9280,6163685.070850449,5176145.066607351,0.0,0,1105 20:13:56
9280,6163685.070850449,5176145.066607351,0.11,0,1105 20:03:57
9280,6163685.070850449,5176145.066607351,0.11,254,1105 19:53:54
9280,6163685.070850449,5176145.066607351,0.22,0,1105 19:43:50
9280,6163685.070850449,5176145.066607351,0.0,61,1105 19:33:51
9280,6163685.070850449,5176145.066607351,0.32,0,1105 19:23:51
9280,6163685.070850449,5176145.066607351,0.22,0,1105 19:13:50
9280,6163685.070850449,5176145.066607351,0.11,308,1105 19:03:45
9280,6163685.070850449,5176145.066607351,0.22,0,1105 18:53:47
9280,6163685.070850449,5176145.066607351,0.32,91,1105 18:43:49
9280,6163685.070850449,5176145.066607351,0.11,0,1105 18:33:47
9280,6163685.070850449,5176145.066607351,0.22,0,1105 18:23:44
9280,6163685.070850449,5176145.066607351,0.11,10,1105 18:13:43
9280,6163685.070850449,5176145.066607351,0.11,320,1105 18:03:41
9280,6163685.070850449,5176145.066607351,0.32,0,1105 17:53:40
9280,6163685.070850449,5176145.066607351,0.22,205,1105 17:43:43
9280,6163685.070850449,5176145.066607351,0.11,0,1105 17:33:42
9280,6163685.070850449,5176145.066607351,0.0,81,1105 17:24:09
9280,6163685.070850449,5176145.066607351,0.11,71,1105 17:13:41
9280,6163685.070850449,5176145.066607351,0.11,0,1105 17:04:09
9280,6163685.070850449,5176145.066607351,0.11,0,1105 16:53:38
9280,6163685.070850449,5176145.066607351,0.0,0,1105 16:43:40
9280,6163685.070850449,5176145.066607351,0.11,0,1105 16:33:37
9280,6163685.070850449,5176145.066607351,0.0,0,1105 16:23:39
9280,6163685.070850449,5176145.066607351,0.11,0,1105 16:13:36
9280,6163685.070850449,5176145.066607351,0.0,71,1105 16:03:48
9280,6163685.070850449,5176145.066607351,0.11,0,1105 15:53:33
9280,6163685.070850449,5176145.066607351,0.11,0,1105 15:33:36
9280,6163685.070850449,5176145.066607351,0.22,0,1105 15:23:32
9280,6163685.070850449,5176145.066607351,0.22,0,1105 15:13:32
9280,6163685.070850449,5176145.066607351,0.22,0,1105 15:03:32
9280,6163685.070850449,5176145.066607351,0.11,0,1105 14:53:32
