渔船ID,lat,lon,速度,方向,time,type
26126,24.331,118.14,0.0,81,0918 23:54:52,拖网
26126,24.331,118.14,0.11,91,0918 23:44:45,拖网
26126,24.331,118.14,0.0,81,0918 23:34:12,拖网
26126,24.331,118.141,0.32,0,0918 23:24:52,拖网
26126,24.331,118.14,0.32,81,0918 23:14:43,拖网
26126,24.331,118.14,0.32,71,0918 23:04:43,拖网
26126,24.331,118.14,0.11,104,0918 22:54:42,拖网
26126,24.331,118.14,0.32,91,0918 22:44:40,拖网
26126,24.331,118.14,0.11,71,0918 22:34:39,拖网
26126,24.331,118.14,0.32,111,0918 22:24:39,拖网
26126,24.331,118.14,0.11,0,0918 22:14:38,拖网
26126,24.33,118.14,0.11,112,0918 22:04:36,拖网
26126,24.331,118.14,0.22,278,0918 21:54:37,拖网
26126,24.33,118.14,0.11,81,0918 21:44:35,拖网
26126,24.331,118.14,0.32,0,0918 21:34:34,拖网
26126,24.331,118.14,0.0,0,0918 21:24:32,拖网
26126,24.331,118.14,0.0,116,0918 21:14:33,拖网
26126,24.331,118.14,0.32,0,0918 21:04:30,拖网
26126,24.33,118.14,0.11,292,0918 20:53:56,拖网
26126,24.33,118.14,0.22,0,0918 20:43:53,拖网
26126,24.33,118.14,0.32,336,0918 20:34:23,拖网
26126,24.33,118.14,0.22,122,0918 20:24:19,拖网
26126,24.33,118.14,0.32,30,0918 20:14:19,拖网
26126,24.331,118.14,0.32,0,0918 20:03:42,拖网
26126,24.331,118.141,0.22,0,0918 19:54:14,拖网
26126,24.331,118.141,0.0,0,0918 19:43:41,拖网
26126,24.331,118.141,0.0,0,0918 19:33:38,拖网
26126,24.331,118.141,0.11,131,0918 19:24:08,拖网
26126,24.331,118.141,0.11,151,0918 19:13:36,拖网
26126,24.331,118.14,0.11,0,0918 19:04:05,拖网
26126,24.33,118.14,0.22,144,0918 18:54:05,拖网
26126,24.33,118.14,0.0,0,0918 18:44:04,拖网
26126,24.33,118.14,0.11,0,0918 18:34:04,拖网
26126,24.33,118.14,0.32,0,0918 18:24:02,拖网
26126,24.331,118.14,0.22,10,0918 18:14:02,拖网
26126,24.33,118.14,0.22,340,0918 18:04:02,拖网
26126,24.33,118.14,0.32,10,0918 17:54:00,拖网
26126,24.331,118.14,0.0,0,0918 17:44:01,拖网
26126,24.331,118.14,0.11,336,0918 17:33:58,拖网
26126,24.331,118.14,0.22,315,0918 17:23:24,拖网
26126,24.331,118.14,0.0,165,0918 17:13:54,拖网
26126,24.331,118.14,0.22,0,0918 17:03:54,拖网
26126,24.331,118.14,0.32,139,0918 16:53:53,拖网
26126,24.331,118.14,0.22,170,0918 16:43:21,拖网
26126,24.331,118.141,0.22,0,0918 16:33:20,拖网
26126,24.331,118.141,4.59,91,0918 16:23:19,拖网
26126,24.331,118.141,0.0,81,0918 16:13:51,拖网
26126,24.331,118.141,0.11,30,0918 16:03:47,拖网
26126,24.331,118.141,0.11,0,0918 15:53:47,拖网
26126,24.331,118.141,0.32,0,0918 15:43:44,拖网
26126,24.331,118.141,0.0,40,0918 15:33:45,拖网
26126,24.331,118.141,0.22,0,0918 15:23:43,拖网
26126,24.331,118.141,0.11,0,0918 15:13:42,拖网
26126,24.331,118.141,0.22,10,0918 15:03:41,拖网
26126,24.331,118.141,0.11,104,0918 14:54:09,拖网
26126,24.331,118.141,0.22,0,0918 14:43:51,拖网
26126,24.33,118.141,0.22,293,0918 14:33:50,拖网
26126,24.33,118.141,0.22,91,0918 14:24:10,拖网
26126,24.33,118.141,0.0,0,0918 14:13:45,拖网
26126,24.331,118.141,0.32,0,0918 14:03:36,拖网
26126,24.331,118.141,0.32,91,0918 13:53:43,拖网
26126,24.331,118.141,0.32,0,0918 13:43:42,拖网
26126,24.331,118.141,0.32,0,0918 13:33:35,拖网
26126,24.331,118.141,0.32,282,0918 13:23:41,拖网
26126,24.331,118.141,0.22,209,0918 13:13:41,拖网
26126,24.331,118.141,0.0,0,0918 13:03:37,拖网
26126,24.33,118.141,5.61,91,0918 12:53:13,拖网
26126,24.33,118.141,0.0,183,0918 12:43:29,拖网
26126,24.33,118.141,0.22,0,0918 12:33:25,拖网
26126,24.331,118.141,0.0,357,0918 12:23:37,拖网
26126,24.331,118.141,0.22,190,0918 12:13:25,拖网
26126,24.331,118.141,0.0,20,0918 12:02:50,拖网
26126,24.331,118.141,0.0,112,0918 11:53:22,拖网
26126,24.331,118.141,0.0,0,0918 11:43:20,拖网
26126,24.331,118.141,0.22,152,0918 11:33:18,拖网
26126,24.331,118.141,0.11,127,0918 11:23:18,拖网
26126,24.331,118.141,0.0,333,0918 11:13:19,拖网
26126,24.331,118.141,0.0,0,0918 11:03:09,拖网
26126,24.331,118.142,0.22,50,0918 10:53:20,拖网
26126,24.331,118.142,0.0,131,0918 10:43:19,拖网
26126,24.331,118.142,0.0,0,0918 10:33:18,拖网
26126,24.331,118.14,0.32,219,0918 10:23:16,拖网
26126,24.331,118.14,0.22,108,0918 10:12:50,拖网
26126,24.332,118.142,0.7,81,0918 10:03:18,拖网
26126,24.331,118.14,0.0,281,0918 09:53:10,拖网
26126,24.331,118.14,0.0,268,0918 09:43:12,拖网
26126,24.331,118.14,0.0,221,0918 09:33:17,拖网
26126,24.333,118.135,5.4,174,0918 09:22:31,拖网
26126,24.334,118.135,0.32,205,0918 09:13:02,拖网
26126,24.334,118.134,0.32,289,0918 09:03:02,拖网
26126,24.334,118.134,0.22,0,0918 08:52:57,拖网
26126,24.333,118.134,0.32,0,0918 08:42:59,拖网
26126,24.333,118.134,5.72,189,0918 08:32:57,拖网
26126,24.333,118.135,0.32,20,0918 08:22:55,拖网
26126,24.333,118.135,0.32,0,0918 08:12:56,拖网
26126,24.333,118.135,0.11,71,0918 08:02:54,拖网
26126,24.333,118.135,1.51,30,0918 07:52:56,拖网
26126,24.333,118.135,6.21,211,0918 07:42:54,拖网
26126,24.333,118.135,0.0,190,0918 07:32:53,拖网
26126,24.333,118.135,0.0,126,0918 07:22:51,拖网
26126,24.333,118.135,0.0,10,0918 07:12:50,拖网
26126,24.333,118.135,0.22,0,0918 07:02:49,拖网
26126,24.333,118.135,0.22,0,0918 06:52:48,拖网
26126,24.333,118.135,0.11,0,0918 06:42:47,拖网
26126,24.331,118.138,0.32,0,0918 06:32:14,拖网
26126,24.331,118.138,0.22,0,0918 06:22:46,拖网
26126,24.331,118.138,0.0,0,0918 06:12:44,拖网
26126,24.331,118.138,0.11,312,0918 06:02:44,拖网
26126,24.331,118.138,0.0,0,0918 05:52:45,拖网
26126,24.331,118.138,0.22,255,0918 05:43:08,拖网
26126,24.331,118.139,0.22,284,0918 05:32:46,拖网
26126,24.331,118.139,0.0,81,0918 05:22:43,拖网
26126,24.331,118.138,0.11,71,0918 05:12:41,拖网
26126,24.331,118.138,0.11,91,0918 05:02:40,拖网
26126,24.331,118.138,0.22,104,0918 04:52:39,拖网
26126,24.331,118.138,0.0,2,0918 04:42:38,拖网
26126,24.331,118.138,0.11,61,0918 04:32:03,拖网
26126,24.331,118.139,0.32,61,0918 04:22:35,拖网
26126,24.331,118.138,0.32,136,0918 04:12:35,拖网
26126,24.331,118.138,0.0,320,0918 04:02:30,拖网
26126,24.331,118.138,0.22,0,0918 03:52:31,拖网
26126,24.331,118.138,0.0,314,0918 03:42:34,拖网
26126,24.331,118.138,0.32,137,0918 03:32:29,拖网
26126,24.331,118.138,0.49,155,0918 03:22:30,拖网
26126,24.331,118.138,0.11,132,0918 03:12:29,拖网
26126,24.331,118.138,0.11,0,0918 03:02:29,拖网
26126,24.331,118.138,0.11,110,0918 02:52:26,拖网
26126,24.323,118.142,5.61,341,0918 02:42:24,拖网
26126,24.315,118.145,1.4,203,0918 02:32:22,拖网
26126,24.31,118.152,6.1,320,0918 02:22:22,拖网
26126,24.291,118.166,4.91,320,0918 02:12:22,拖网
26126,24.271,118.177,8.09,335,0918 02:02:19,拖网
26126,24.25,118.182,7.39,355,0918 01:52:19,拖网
26126,24.229,118.187,7.77,333,0918 01:42:19,拖网
26126,24.207,118.19,7.99,8,0918 01:32:18,拖网
26126,24.186,118.193,7.88,343,0918 01:22:16,拖网
26126,24.164,118.199,7.29,331,0918 01:12:16,拖网
26126,24.143,118.205,8.31,335,0918 01:02:05,拖网
26126,24.122,118.214,6.48,346,0918 00:52:15,拖网
26126,24.102,118.224,3.02,288,0918 00:41:40,拖网
26126,24.082,118.235,8.09,333,0918 00:32:14,拖网
26126,24.061,118.245,7.72,313,0918 00:21:39,拖网
26126,24.041,118.255,8.69,332,0918 00:12:12,拖网
26126,24.022,118.268,7.99,329,0918 00:02:09,拖网
26126,24.001,118.279,7.07,345,0917 23:52:14,拖网
26126,23.981,118.29,7.72,351,0917 23:42:12,拖网
26126,23.962,118.302,8.31,334,0917 23:31:43,拖网
26126,23.95,118.322,8.2,296,0917 23:22:22,拖网
26126,23.939,118.334,2.21,222,0917 23:11:35,拖网
26126,23.94,118.338,0.59,235,0917 23:02:00,拖网
26126,23.941,118.342,2.21,182,0917 22:51:58,拖网
26126,23.939,118.345,2.32,316,0917 22:41:53,拖网
26126,23.933000000000003,118.344,3.18,71,0917 22:31:54,拖网
26126,23.924,118.338,3.99,10,0917 22:21:51,拖网
26126,23.915,118.331,4.21,50,0917 22:11:50,拖网
26126,23.905,118.325,3.29,8,0917 22:01:48,拖网
26126,23.896,118.318,4.1,20,0917 21:51:47,拖网
26126,23.886,118.313,4.37,6,0917 21:41:17,拖网
26126,23.875,118.309,4.37,40,0917 21:31:46,拖网
26126,23.865,118.305,2.1,20,0917 21:21:45,拖网
26126,23.854,118.301,2.32,2,0917 21:11:45,拖网
26126,23.844,118.297,4.48,30,0917 21:01:42,拖网
26126,23.834,118.294,2.1,61,0917 20:51:41,拖网
26126,23.824,118.289,5.07,10,0917 20:41:38,拖网
26126,23.814,118.284,1.51,30,0917 20:31:34,拖网
26126,23.805,118.279,0.92,336,0917 20:21:32,拖网
26126,23.796,118.274,1.03,61,0917 20:11:33,拖网
26126,23.787,118.268,4.21,40,0917 20:01:30,拖网
26126,23.779,118.263,2.48,20,0917 19:51:31,拖网
26126,23.771,118.258,1.3,40,0917 19:41:29,拖网
26126,23.763,118.254,2.7,40,0917 19:31:27,拖网
26126,23.755,118.25,1.08,40,0917 19:20:56,拖网
26126,23.747,118.246,0.32,20,0917 19:10:56,拖网
26126,23.739,118.243,1.19,10,0917 19:00:53,拖网
26126,23.731,118.238,1.08,50,0917 18:51:23,拖网
26126,23.726,118.232,0.32,30,0917 18:41:24,拖网
26126,23.721,118.225,0.38,0,0917 18:30:51,拖网
26126,23.717,118.217,1.03,71,0917 18:21:23,拖网
26126,23.718000000000004,118.217,0.22,278,0917 18:11:06,拖网
26126,23.724,118.222,4.21,176,0917 18:01:18,拖网
26126,23.734,118.227,3.78,198,0917 17:51:16,拖网
26126,23.742,118.234,4.59,217,0917 17:41:15,拖网
26126,23.751,118.241,4.48,207,0917 17:31:15,拖网
26126,23.76,118.248,4.91,183,0917 17:21:12,拖网
26126,23.77,118.254,4.21,220,0917 17:10:40,拖网
26126,23.78,118.259,3.18,205,0917 17:01:11,拖网
26126,23.79,118.265,4.59,227,0917 16:51:10,拖网
26126,23.8,118.271,4.59,212,0917 16:41:10,拖网
26126,23.809,118.277,3.51,212,0917 16:31:08,拖网
26126,23.819000000000006,118.284,3.51,196,0917 16:21:07,拖网
26126,23.829,118.29,4.37,230,0917 16:10:37,拖网
26126,23.839,118.296,4.48,207,0917 16:01:03,拖网
26126,23.849,118.303,3.4,218,0917 15:51:05,拖网
26126,23.859,118.309,2.48,186,0917 15:41:03,拖网
26126,23.869,118.315,1.67,225,0917 15:31:17,拖网
26126,23.879,118.322,4.21,208,0917 15:20:46,拖网
26126,23.889,118.328,5.18,204,0917 15:11:25,拖网
26126,23.9,118.334,3.72,237,0917 15:01:45,拖网
26126,23.906,118.345,3.99,237,0917 14:51:10,拖网
26126,23.913,118.355,5.02,231,0917 14:41:16,拖网
26126,23.92,118.367,3.78,249,0917 14:31:08,拖网
26126,23.92,118.368,2.21,20,0917 14:20:35,拖网
26126,23.923,118.369,2.1,262,0917 14:11:07,拖网
26126,23.928,118.374,4.7,218,0917 14:01:00,拖网
26126,23.935,118.383,3.08,210,0917 13:51:00,拖网
26126,23.942,118.392,3.78,212,0917 13:41:39,拖网
26126,23.95,118.401,3.72,231,0917 13:31:22,拖网
26126,23.958,118.41,4.37,209,0917 13:21:35,拖网
26126,23.966,118.419,3.72,238,0917 13:11:00,拖网
26126,23.972,118.428,3.51,214,0917 13:00:59,拖网
26126,23.976,118.449,2.81,352,0917 12:40:38,拖网
26126,23.961,118.443,2.48,1,0917 12:21:02,拖网
26126,23.954,118.439,1.67,30,0917 12:10:29,拖网
26126,23.947,118.434,2.48,20,0917 12:00:54,拖网
26126,23.939,118.429,2.81,30,0917 11:50:25,拖网
26126,23.933000000000003,118.424,4.59,61,0917 11:40:56,拖网
26126,23.926,118.417,2.32,71,0917 11:30:55,拖网
26126,23.919,118.41,3.4,61,0917 11:20:50,拖网
26126,23.912,118.403,3.18,50,0917 11:10:46,拖网
26126,23.905,118.396,3.29,10,0917 11:00:43,拖网
26126,23.898000000000003,118.388,3.18,30,0917 10:50:40,拖网
26126,23.891,118.381,3.51,30,0917 10:40:38,拖网
