渔船ID,lat,lon,速度,方向,time,type
21326,24.444000000000006,117.823,0.11,160,1012 23:56:07,拖网
21326,24.444000000000006,117.823,0.11,163,1012 23:45:54,拖网
21326,24.444000000000006,117.823,0.0,0,1012 23:26:03,拖网
21326,24.444000000000006,117.823,0.0,71,1012 23:15:52,拖网
21326,24.444000000000006,117.823,0.11,145,1012 23:05:55,拖网
21326,24.443,117.824,0.0,0,1012 22:55:56,拖网
21326,24.444000000000006,117.823,0.0,61,1012 22:45:53,拖网
21326,24.444000000000006,117.823,0.0,61,1012 22:45:51,拖网
21326,24.444000000000006,117.823,0.11,0,1012 22:35:54,拖网
21326,24.444000000000006,117.823,0.11,272,1012 22:25:51,拖网
21326,24.444000000000006,117.823,0.22,310,1012 22:15:51,拖网
21326,24.444000000000006,117.823,2.32,200,1012 22:05:49,拖网
21326,24.444000000000006,117.824,0.0,0,1012 21:55:49,拖网
21326,24.444000000000006,117.824,0.11,0,1012 21:46:01,拖网
21326,24.444000000000006,117.824,0.11,0,1012 21:35:48,拖网
21326,24.444000000000006,117.824,0.22,71,1012 21:25:47,拖网
21326,24.443,117.826,7.29,319,1012 21:15:42,拖网
21326,24.43,117.846,7.77,284,1012 21:05:46,拖网
21326,24.419,117.868,8.69,295,1012 20:55:50,拖网
21326,24.406,117.891,8.58,288,1012 20:45:43,拖网
21326,24.397,117.915,8.8,280,1012 20:35:44,拖网
21326,24.4,117.94,8.58,258,1012 20:25:42,拖网
21326,24.402,117.967,10.09,263,1012 20:15:42,拖网
21326,24.413,117.994,10.09,243,1012 20:05:41,拖网
21326,24.42,118.021,8.09,273,1012 19:55:43,拖网
21326,24.419,118.035,1.62,91,1012 19:45:41,拖网
21326,24.419,118.034,0.49,107,1012 19:35:41,拖网
21326,24.419,118.034,5.99,242,1012 19:25:37,拖网
21326,24.415,118.059,9.28,288,1012 19:15:33,拖网
21326,24.402,118.084,9.28,338,1012 19:05:34,拖网
21326,24.39,118.092,5.5,332,1012 19:01:25,拖网
21326,24.375,118.099,9.77,336,1012 19:00:27,拖网
21326,24.375,118.099,9.77,336,1012 18:54:38,拖网
21326,24.371,118.101,9.61,337,1012 18:53:01,拖网
21326,24.327,118.128,9.01,326,1012 18:42:51,拖网
21326,24.327,118.128,9.17,326,1012 18:33:55,拖网
21326,24.312,118.142,9.71,313,1012 18:26:44,拖网
21326,24.282,118.159,9.01,339,1012 18:16:33,拖网
21326,24.282,118.159,9.01,339,1012 18:13:44,拖网
21326,24.274,118.162,8.8,354,1012 18:11:38,拖网
21326,24.274,118.162,9.01,354,1012 18:10:36,拖网
21326,24.255,118.166,8.58,359,1012 18:06:37,拖网
21326,24.255,118.166,8.69,359,1012 18:03:15,拖网
21326,24.226,118.168,8.47,2,1012 17:50:54,拖网
21326,24.202,118.167,8.58,7,1012 17:40:55,拖网
21326,24.177,118.164,3.62,10,1012 17:30:44,拖网
21326,24.162,118.163,0.38,0,1012 17:20:44,拖网
21326,24.162,118.164,1.19,324,1012 17:10:42,拖网
21326,24.15,118.165,3.99,10,1012 17:01:11,拖网
21326,24.133000000000006,118.165,7.99,349,1012 16:50:47,拖网
21326,24.114,118.164,7.99,352,1012 16:44:48,拖网
21326,24.114,118.164,7.99,352,1012 16:42:11,拖网
21326,24.079,118.163,6.91,360,1012 16:31:59,拖网
21326,24.075,118.164,6.31,2,1012 16:25:10,拖网
21326,24.05,118.161,1.19,277,1012 16:03:19,拖网
21326,24.051,118.168,2.1,226,1012 15:53:13,拖网
21326,24.057,118.18,2.0,219,1012 15:33:08,拖网
21326,24.061,118.185,2.21,220,1012 15:23:07,拖网
21326,24.066,118.19,2.1,221,1012 15:13:08,拖网
21326,24.07,118.196,2.32,229,1012 15:03:16,拖网
21326,24.078000000000007,118.207,2.48,234,1012 14:43:09,拖网
