渔船ID,lat,lon,速度,方向,time,type
24435,23.203000000000007,118.055,4.59,256,1023 23:55:03,刺网
24435,23.202,118.066,3.29,280,1023 23:45:04,刺网
24435,23.202,118.076,4.37,257,1023 23:35:04,刺网
24435,23.202,118.087,3.08,287,1023 23:25:04,刺网
24435,23.202,118.097,3.78,257,1023 23:15:04,刺网
24435,23.202,118.118,2.75,276,1023 22:55:04,刺网
24435,23.203000000000007,118.129,3.35,281,1023 22:45:04,刺网
24435,23.203000000000007,118.139,3.45,268,1023 22:35:04,刺网
24435,23.203000000000007,118.149,3.08,286,1023 22:26:02,刺网
24435,23.203000000000007,118.16,3.29,279,1023 22:15:04,刺网
24435,23.202,118.17,5.88,236,1023 22:05:04,刺网
24435,23.197,118.173,6.26,40,1023 21:55:04,刺网
24435,23.192,118.169,2.59,191,1023 21:45:04,刺网
24435,23.197,118.174,1.67,200,1023 21:35:04,刺网
24435,23.198,118.183,3.08,270,1023 21:25:04,刺网
24435,23.2,118.194,3.29,256,1023 21:15:04,刺网
24435,23.2,118.204,3.18,266,1023 21:05:04,刺网
24435,23.202,118.214,3.35,281,1023 20:55:04,刺网
24435,23.203000000000007,118.224,3.67,256,1023 20:45:04,刺网
24435,23.205,118.234,3.08,260,1023 20:35:04,刺网
24435,23.206,118.243,3.56,250,1023 20:26:02,刺网
24435,23.207,118.254,3.29,293,1023 20:15:04,刺网
24435,23.211,118.274,2.75,262,1023 19:55:04,刺网
24435,23.211,118.294,4.16,292,1023 19:35:05,刺网
24435,23.208,118.289,3.18,105,1023 19:25:04,刺网
24435,23.209,118.278,2.27,104,1023 19:15:04,刺网
24435,23.21,118.268,2.97,96,1023 19:05:04,刺网
24435,23.211,118.258,3.35,73,1023 18:55:04,刺网
24435,23.212,118.247,3.45,89,1023 18:45:04,刺网
24435,23.212,118.237,3.18,95,1023 18:35:04,刺网
24435,23.214,118.228,3.35,121,1023 18:26:02,刺网
24435,23.212,118.223,0.97,274,1023 18:15:04,刺网
24435,23.212,118.22,0.49,58,1023 18:05:04,刺网
24435,23.211,118.212,3.89,96,1023 17:55:05,刺网
24435,23.209,118.201,3.78,83,1023 17:45:05,刺网
24435,23.207,118.191,3.99,60,1023 17:35:05,刺网
24435,23.205,118.18,3.45,78,1023 17:25:04,刺网
24435,23.202,118.17,3.89,66,1023 17:15:04,刺网
24435,23.2,118.159,3.89,87,1023 17:05:05,刺网
24435,23.198,118.149,3.56,72,1023 16:55:05,刺网
24435,23.194000000000006,118.139,3.99,74,1023 16:45:05,刺网
24435,23.192,118.128,3.67,84,1023 16:35:05,刺网
24435,23.191,118.119,3.35,89,1023 16:26:03,刺网
24435,23.189,118.108,3.99,52,1023 16:15:05,刺网
24435,23.187,118.098,3.99,90,1023 16:05:05,刺网
24435,23.184,118.088,4.05,63,1023 15:55:05,刺网
24435,23.18,118.078,3.67,84,1023 15:45:05,刺网
24435,23.177,118.067,3.67,72,1023 15:35:05,刺网
24435,23.174,118.057,3.67,58,1023 15:25:05,刺网
24435,23.167,118.038,3.78,66,1023 15:05:05,刺网
24435,23.163,118.028,2.7,67,1023 14:55:05,刺网
24435,23.16,118.018,3.67,82,1023 14:45:05,刺网
24435,23.159,118.011,1.78,0,1023 14:35:05,刺网
24435,23.159,118.014,1.67,306,1023 14:26:03,刺网
24435,23.157,118.021,3.99,288,1023 14:15:06,刺网
24435,23.155,118.032,3.89,269,1023 14:05:06,刺网
24435,23.154,118.042,3.89,251,1023 13:55:05,刺网
24435,23.154,118.053,3.99,284,1023 13:45:06,刺网
24435,23.153,118.063,2.97,263,1023 13:35:06,刺网
