渔船ID,lat,lon,速度,方向,time,type
24008,25.822,121.089,0.32,0,0924 23:40:43,围网
24008,25.822,121.088,0.59,115,0924 23:30:37,围网
24008,25.822,121.085,0.92,50,0924 23:10:30,围网
24008,25.822,121.083,0.81,116,0924 23:00:45,围网
24008,25.822,121.081,1.3,109,0924 22:50:32,围网
24008,25.822,121.08,0.38,81,0924 22:40:35,围网
24008,25.823,121.078,0.81,114,0924 22:30:35,围网
24008,25.823,121.076,0.59,91,0924 22:20:26,围网
24008,25.822,121.072,0.38,61,0924 22:00:31,围网
24008,25.823,121.07,1.3,159,0924 21:50:24,围网
24008,25.835,121.076,1.51,227,0924 21:40:31,围网
24008,25.836,121.073,0.38,71,0924 21:30:34,围网
24008,25.834,121.069,0.81,122,0924 21:20:26,围网
24008,25.835,121.068,5.4,188,0924 21:09:46,围网
24008,25.836,121.067,1.19,126,0924 21:00:26,围网
24008,25.836,121.065,1.08,102,0924 20:50:20,围网
24008,25.836,121.062,0.59,91,0924 20:30:18,围网
24008,25.837,121.06,0.81,107,0924 20:20:18,围网
24008,25.838,121.058,0.32,110,0924 20:10:15,围网
24008,25.839,121.055,0.38,61,0924 19:50:14,围网
24008,25.84,121.054,0.59,133,0924 19:40:18,围网
24008,25.841,121.053,0.38,138,0924 19:30:18,围网
24008,25.841,121.052,1.51,118,0924 19:20:18,围网
24008,25.842,121.052,0.22,109,0924 19:10:02,围网
24008,25.844,121.051,0.81,153,0924 18:50:13,围网
24008,25.846,121.051,3.02,208,0924 18:39:25,围网
24008,25.861,121.059,7.07,178,0924 18:29:26,围网
24008,25.891,121.067,10.09,181,0924 18:20:12,围网
24008,25.922,121.068,10.09,188,0924 18:09:59,围网
24008,25.91,121.065,9.01,5,0924 17:50:07,围网
24008,25.886,121.061,10.09,7,0924 17:40:07,围网
24008,25.864,121.06,7.39,288,0924 17:29:27,围网
24008,25.877,121.076,8.42,184,0924 17:20:05,围网
24008,25.903,121.077,7.99,183,0924 17:09:54,围网
24008,25.924,121.078,5.77,173,0924 16:59:23,围网
24008,25.938,121.077,6.48,192,0924 16:49:25,围网
24008,25.962,121.08,8.58,195,0924 16:40:01,围网
24008,25.979,121.08,3.4,211,0924 16:30:01,围网
24008,25.992,121.083,0.38,10,0924 16:19:21,围网
24008,25.992,121.085,1.3,288,0924 16:10:00,围网
24008,25.992,121.087,0.92,257,0924 16:00:00,围网
24008,25.992,121.09,1.08,308,0924 15:49:49,围网
24008,25.991,121.093,1.3,285,0924 15:39:48,围网
24008,25.991,121.096,0.59,299,0924 15:29:44,围网
24008,25.989,121.103,1.19,273,0924 15:09:17,围网
24008,25.988000000000003,121.106,0.81,290,0924 15:00:00,围网
24008,25.987,121.109,1.4,264,0924 14:50:00,围网
24008,25.986,121.112,1.19,285,0924 14:39:59,围网
24008,25.985,121.115,1.19,277,0924 14:29:54,围网
24008,25.984,121.118,1.51,309,0924 14:19:50,围网
24008,25.982,121.121,1.89,294,0924 14:09:48,围网
24008,25.981,121.123,1.19,290,0924 13:59:49,围网
24008,25.979,121.126,0.59,301,0924 13:49:39,围网
24008,25.978,121.128,0.32,315,0924 13:39:36,围网
24008,25.976,121.129,0.7,119,0924 13:29:37,围网
24008,25.975,121.131,0.32,312,0924 13:19:36,围网
24008,25.973000000000006,121.132,0.59,307,0924 13:09:34,围网
24008,25.971,121.134,0.92,300,0924 12:58:56,围网
24008,25.97,121.135,0.49,332,0924 12:49:52,围网
24008,25.968000000000004,121.135,0.59,312,0924 12:38:53,围网
24008,25.966,121.136,1.03,127,0924 12:29:29,围网
24008,25.965,121.136,0.59,20,0924 12:19:30,围网
24008,25.963,121.136,1.3,30,0924 12:08:50,围网
24008,25.962,121.135,1.4,169,0924 11:59:28,围网
24008,25.96,121.134,0.38,139,0924 11:49:27,围网
24008,25.958,121.133,0.38,0,0924 11:39:22,围网
24008,25.957,121.132,1.03,61,0924 11:29:24,围网
24008,25.955,121.131,1.51,308,0924 11:19:22,围网
24008,25.953000000000007,121.129,1.51,50,0924 11:09:19,围网
24008,25.952,121.127,0.38,61,0924 10:59:22,围网
24008,25.951,121.125,0.22,0,0924 10:49:20,围网
24008,25.949,121.122,0.81,30,0924 10:39:20,围网
24008,25.948,121.12,1.03,140,0924 10:29:17,围网
24008,25.947,121.117,1.08,153,0924 10:19:17,围网
24008,25.946,121.113,1.03,71,0924 10:09:15,围网
24008,25.945,121.109,0.7,61,0924 09:59:15,围网
24008,25.945,121.105,0.49,91,0924 09:49:16,围网
24008,25.944000000000006,121.101,2.48,115,0924 09:39:14,围网
24008,25.944000000000006,121.097,1.62,122,0924 09:28:36,围网
24008,25.943,121.093,1.19,138,0924 09:19:12,围网
24008,25.942,121.089,1.19,71,0924 09:09:10,围网
24008,25.941,121.086,1.51,71,0924 08:59:19,围网
24008,25.94,121.082,1.03,115,0924 08:49:17,围网
24008,25.939,121.074,2.21,81,0924 08:29:14,围网
