渔船ID,lat,lon,速度,方向,time,type
25573,24.875,118.95,0.22,30,0912 23:55:28,围网
25573,24.875,118.95,0.0,331,0912 23:45:00,围网
25573,24.875,118.95,0.11,328,0912 23:35:25,围网
25573,24.875,118.95,0.32,118,0912 23:25:23,围网
25573,24.875,118.95,0.22,0,0912 23:14:58,围网
25573,24.875,118.95,0.0,105,0912 23:05:25,围网
25573,24.875,118.95,0.32,0,0912 22:54:56,围网
25573,24.875,118.95,0.0,168,0912 22:45:20,围网
25573,24.875,118.95,0.22,246,0912 22:34:53,围网
25573,24.875,118.95,0.22,112,0912 22:25:19,围网
25573,24.875,118.95,0.22,318,0912 22:15:20,围网
25573,24.875,118.95,0.11,0,0912 22:05:16,围网
25573,24.875,118.95,0.11,81,0912 21:54:49,围网
25573,24.875,118.95,0.0,232,0912 21:44:50,围网
25573,24.875,118.95,0.32,107,0912 21:35:14,围网
25573,24.875,118.95,0.0,0,0912 21:25:14,围网
25573,24.875,118.95,0.11,0,0912 21:15:17,围网
25573,24.875,118.95,0.11,0,0912 21:04:51,围网
25573,24.875,118.951,0.11,30,0912 20:54:49,围网
25573,24.875,118.951,0.11,0,0912 20:45:10,围网
25573,24.875,118.951,0.0,0,0912 20:34:48,围网
25573,24.875,118.95,0.32,0,0912 20:24:44,围网
25573,24.875,118.95,0.0,110,0912 20:15:10,围网
25573,24.875,118.95,0.22,321,0912 20:05:11,围网
25573,24.875,118.95,0.11,0,0912 19:55:17,围网
25573,24.875,118.95,0.11,0,0912 19:45:14,围网
25573,24.875,118.95,0.11,0,0912 19:35:09,围网
25573,24.875,118.95,0.22,0,0912 19:25:03,围网
25573,24.875,118.95,0.32,50,0912 19:15:06,围网
25573,24.875,118.95,0.22,8,0912 19:05:05,围网
25573,24.875,118.95,0.32,0,0912 18:55:05,围网
25573,24.875,118.95,0.32,10,0912 18:45:04,围网
25573,24.875,118.95,0.11,0,0912 18:35:15,围网
25573,24.875,118.95,0.11,339,0912 18:25:10,围网
25573,24.875,118.95,0.11,0,0912 18:15:00,围网
25573,24.875,118.95,0.11,0,0912 18:04:59,围网
25573,24.875,118.95,0.0,198,0912 17:54:57,围网
