渔船ID,lat,lon,速度,方向,time,type
20008,25.125,119.153,2.59,216,1027 11:53:16,围网
20008,25.125,119.153,0.27,0,1027 11:42:19,围网
20008,25.125,119.153,0.05,0,1027 11:32:19,围网
20008,25.125,119.153,0.05,0,1027 11:22:19,围网
20008,25.125,119.153,0.05,0,1027 11:12:43,围网
20008,25.125,119.153,0.16,0,1027 10:52:19,围网
20008,25.125,119.153,0.38,0,1027 10:42:19,围网
20008,25.125,119.153,0.16,0,1027 10:32:19,围网
20008,25.125,119.153,0.16,0,1027 10:22:18,围网
20008,25.125,119.153,0.05,0,1027 10:12:19,围网
20008,25.125,119.153,0.16,0,1027 10:02:18,围网
20008,25.125,119.153,0.05,0,1027 09:53:16,围网
20008,25.125,119.153,0.16,0,1027 09:42:18,围网
20008,25.125,119.153,0.27,0,1027 09:32:42,围网
20008,25.125,119.153,0.05,0,1027 09:12:17,围网
20008,25.125,119.153,0.0,0,1027 09:02:43,围网
20008,25.125,119.153,0.38,187,1027 08:42:19,围网
20008,25.125,119.153,0.27,49,1027 08:32:19,围网
20008,25.125,119.153,0.05,0,1027 08:22:19,围网
20008,25.125,119.153,0.05,0,1027 08:12:19,围网
20008,25.125,119.153,0.05,0,1027 08:02:19,围网
20008,25.125,119.153,0.16,0,1027 07:53:16,围网
20008,25.125,119.153,0.27,0,1027 07:42:19,围网
20008,25.125,119.153,0.0,0,1027 07:32:19,围网
20008,25.125,119.153,0.0,0,1027 07:22:19,围网
20008,25.125,119.153,0.16,0,1027 07:12:19,围网
20008,25.125,119.153,0.0,0,1027 07:02:19,围网
20008,25.123,119.148,8.09,91,1027 06:52:19,围网
20008,25.111,119.161,12.25,271,1027 06:42:19,围网
20008,25.106,119.197,12.25,280,1027 06:32:19,围网
20008,25.087,119.226,11.28,298,1027 06:22:19,围网
20008,25.073,119.252,5.45,302,1027 06:12:19,围网
20008,25.073,119.256,0.38,311,1027 06:02:19,围网
20008,25.072,119.256,0.76,277,1027 05:53:17,围网
20008,25.072,119.257,0.38,32,1027 05:42:19,围网
20008,25.073,119.261,3.29,227,1027 05:32:19,围网
20008,25.077,119.272,4.75,299,1027 05:22:20,围网
20008,25.067,119.271,4.26,31,1027 05:12:20,围网
20008,25.057,119.264,4.16,38,1027 05:02:20,围网
20008,25.048,119.254,4.7,54,1027 04:52:20,围网
20008,25.04,119.244,4.16,43,1027 04:42:20,围网
20008,25.031,119.234,4.37,55,1027 04:32:20,围网
20008,25.025,119.222,4.48,59,1027 04:22:20,围网
20008,25.018,119.21,4.48,51,1027 04:12:20,围网
20008,25.01,119.2,4.37,47,1027 04:02:20,围网
20008,25.002,119.189,4.75,46,1027 03:53:17,围网
