渔船ID,lat,lon,速度,方向,time,type
20003,23.125,118.315,0.27,0,1012 23:54:28,拖网
20003,23.127,118.315,0.49,15,1012 23:44:28,拖网
20003,23.131,118.312,2.0,136,1012 23:34:28,拖网
20003,23.133000000000006,118.307,3.67,78,1012 23:24:28,拖网
20003,23.133000000000006,118.297,3.45,99,1012 23:14:28,拖网
20003,23.132,118.286,3.78,85,1012 23:04:28,拖网
20003,23.133000000000006,118.274,3.56,92,1012 22:54:28,拖网
20003,23.132,118.264,3.45,76,1012 22:45:26,拖网
20003,23.131,118.252,3.67,74,1012 22:34:29,拖网
20003,23.128,118.241,3.89,72,1012 22:24:28,拖网
20003,23.125,118.231,3.45,56,1012 22:14:29,拖网
20003,23.121,118.221,3.78,68,1012 22:04:29,拖网
20003,23.116,118.211,4.16,64,1012 21:54:29,拖网
20003,23.111,118.2,3.67,58,1012 21:44:27,拖网
20003,23.106,118.189,3.99,63,1012 21:34:28,拖网
20003,23.102,118.179,3.67,88,1012 21:24:28,拖网
20003,23.103,118.167,3.67,87,1012 21:14:28,拖网
20003,23.103,118.156,3.29,95,1012 21:04:27,拖网
20003,23.104,118.145,3.08,90,1012 20:54:28,拖网
20003,23.103,118.135,3.99,81,1012 20:45:26,拖网
20003,23.103,118.123,3.99,99,1012 20:34:29,拖网
20003,23.104,118.112,3.29,108,1012 20:24:29,拖网
20003,23.11,118.105,5.29,199,1012 20:14:29,拖网
20003,23.109,118.104,2.27,47,1012 20:04:29,拖网
20003,23.108,118.096,4.05,73,1012 19:54:29,拖网
20003,23.109,118.085,3.56,98,1012 19:44:28,拖网
20003,23.109,118.075,3.45,103,1012 19:34:29,拖网
20003,23.11,118.064,3.08,112,1012 19:24:29,拖网
20003,23.11,118.054,3.56,96,1012 19:14:29,拖网
20003,23.111,118.044,3.35,94,1012 19:04:29,拖网
20003,23.112,118.034,3.78,88,1012 18:54:28,拖网
20003,23.113000000000003,118.014,3.29,88,1012 18:34:29,拖网
20003,23.114,118.004,3.08,94,1012 18:24:29,拖网
20003,23.115,117.994,3.29,98,1012 18:14:29,拖网
20003,23.116,117.985,3.29,96,1012 18:04:29,拖网
20003,23.117,117.975,3.45,93,1012 17:54:29,拖网
20003,23.118,117.965,3.18,102,1012 17:44:29,拖网
20003,23.119,117.955,3.45,106,1012 17:34:29,拖网
20003,23.12,117.946,3.18,82,1012 17:24:30,拖网
20003,23.12,117.936,2.75,88,1012 17:14:30,拖网
20003,23.121,117.929,3.18,88,1012 17:04:30,拖网
20003,23.122,117.919,3.29,84,1012 16:54:30,拖网
20003,23.123,117.911,1.08,133,1012 16:45:27,拖网
20003,23.125,117.901,3.18,105,1012 16:34:30,拖网
20003,23.127,117.892,2.86,98,1012 16:24:30,拖网
20003,23.128,117.888,2.27,226,1012 16:04:30,拖网
20003,23.13,117.895,3.67,273,1012 15:54:30,拖网
20003,23.13,117.906,4.05,269,1012 15:44:29,拖网
20003,23.131,117.918,3.78,277,1012 15:34:29,拖网
20003,23.131,117.942,3.78,278,1012 15:14:30,拖网
20003,23.131,117.953,3.89,260,1012 15:04:29,拖网
20003,23.132,117.965,3.89,266,1012 14:54:30,拖网
20003,23.132,117.975,3.45,271,1012 14:45:27,拖网
20003,23.133000000000006,117.988,3.99,262,1012 14:34:28,拖网
20003,23.133000000000006,118.0,4.05,263,1012 14:24:28,拖网
20003,23.133000000000006,118.011,4.48,254,1012 14:14:30,拖网
20003,23.134,118.023,3.78,265,1012 14:04:30,拖网
20003,23.135,118.034,3.08,261,1012 13:54:30,拖网
20003,23.135,118.045,3.78,264,1012 13:44:30,拖网
20003,23.136,118.056,4.05,260,1012 13:34:30,拖网
20003,23.136,118.067,3.67,263,1012 13:24:30,拖网
20003,23.138,118.078,3.89,254,1012 13:14:30,拖网
20003,23.14,118.09,4.26,250,1012 13:04:30,拖网
20003,23.142,118.101,4.16,253,1012 12:54:30,拖网
20003,23.143,118.111,3.45,261,1012 12:45:27,拖网
20003,23.144,118.123,3.67,262,1012 12:34:30,拖网
20003,23.145,118.134,1.89,262,1012 12:24:30,拖网
20003,23.146,118.137,1.67,201,1012 12:14:30,拖网
20003,23.149,118.138,2.05,202,1012 12:04:30,拖网
20003,23.153,118.139,0.38,167,1012 11:54:30,拖网
20003,23.153,118.141,3.29,24,1012 11:44:30,拖网
20003,23.159,118.139,1.57,149,1012 11:34:30,拖网
20003,23.159,118.133,3.18,79,1012 11:24:30,拖网
20003,23.157,118.123,3.67,82,1012 11:14:30,拖网
20003,23.156,118.113,3.99,81,1012 11:04:30,拖网
20003,23.156,118.102,3.89,100,1012 10:54:30,拖网
20003,23.154,118.093,3.56,71,1012 10:45:28,拖网
20003,23.154,118.08,3.89,79,1012 10:34:30,拖网
20003,23.152,118.069,3.78,87,1012 10:24:30,拖网
20003,23.15,118.058,3.56,71,1012 10:14:30,拖网
20003,23.148000000000003,118.046,3.78,75,1012 10:04:30,拖网
20003,23.145,118.035,3.67,76,1012 09:54:30,拖网
20003,23.143,118.024,4.37,78,1012 09:44:31,拖网
20003,23.14,118.011,3.99,84,1012 09:34:31,拖网
20003,23.138,117.999,4.16,77,1012 09:24:31,拖网
20003,23.136,117.987,3.89,71,1012 09:14:31,拖网
20003,23.133000000000006,117.975,4.05,76,1012 09:04:31,拖网
20003,23.13,117.964,2.97,84,1012 08:54:31,拖网
20003,23.128,117.953,3.56,80,1012 08:45:28,拖网
20003,23.125,117.94,3.89,88,1012 08:34:31,拖网
20003,23.123,117.928,3.08,71,1012 08:24:31,拖网
20003,23.12,117.916,4.16,66,1012 08:14:31,拖网
20003,23.117,117.905,3.67,75,1012 08:04:31,拖网
20003,23.1,117.891,8.36,336,1012 07:44:31,拖网
20003,23.08,117.904,8.47,331,1012 07:34:31,拖网
20003,23.06,117.918,8.58,337,1012 07:24:30,拖网
20003,23.053,117.924,0.65,341,1012 07:14:30,拖网
20003,23.041,117.915,4.05,55,1012 06:54:31,拖网
20003,23.035,117.907,4.05,56,1012 06:45:28,拖网
20003,23.022,117.887,4.16,56,1012 06:24:30,拖网
20003,23.016,117.877,3.99,57,1012 06:14:30,拖网
20003,23.011,117.869,3.29,58,1012 06:04:30,拖网
20003,23.007,117.859,3.45,74,1012 05:54:30,拖网
20003,23.003,117.85,2.86,66,1012 05:44:30,拖网
20003,23.0,117.84,2.97,61,1012 05:34:31,拖网
20003,22.997,117.831,3.45,74,1012 05:24:31,拖网
20003,22.994,117.821,3.29,75,1012 05:14:31,拖网
20003,22.992,117.812,3.18,71,1012 05:04:31,拖网
20003,22.989,117.802,3.18,72,1012 04:54:30,拖网
20003,22.987,117.794,2.97,77,1012 04:45:28,拖网
20003,22.984,117.784,3.08,51,1012 04:34:31,拖网
20003,22.977,117.787,2.59,256,1012 04:24:31,拖网
20003,22.977,117.798,3.67,267,1012 04:14:31,拖网
20003,22.977,117.81,3.89,271,1012 04:04:31,拖网
20003,22.977,117.821,3.67,279,1012 03:54:31,拖网
20003,22.977,117.832,3.67,267,1012 03:44:31,拖网
20003,22.98,117.842,3.89,250,1012 03:34:31,拖网
20003,22.981,117.853,2.75,259,1012 03:24:31,拖网
20003,22.981,117.855,2.0,170,1012 03:14:31,拖网
20003,22.988000000000003,117.859,1.19,185,1012 03:04:31,拖网
20003,22.99,117.865,3.89,267,1012 02:54:31,拖网
20003,22.99,117.876,3.99,271,1012 02:45:29,拖网
20003,22.991,117.888,3.29,272,1012 02:34:32,拖网
20003,22.991,117.898,3.35,272,1012 02:24:32,拖网
20003,22.991,117.909,3.89,258,1012 02:14:32,拖网
20003,22.992,117.931,3.56,265,1012 01:54:32,拖网
20003,22.992,117.942,3.29,280,1012 01:44:31,拖网
