渔船ID,lat,lon,速度,方向,time,type
20011,24.526,118.592,0.92,133,1027 11:54:48,刺网
20011,24.526,118.592,0.81,71,1027 11:44:48,刺网
20011,24.526,118.592,0.0,150,1027 11:34:48,刺网
20011,24.526,118.592,0.22,179,1027 11:25:01,刺网
20011,24.526,118.592,0.0,0,1027 11:04:46,刺网
20011,24.526,118.592,0.11,297,1027 10:54:44,刺网
20011,24.526,118.592,0.32,71,1027 10:44:56,刺网
20011,24.526,118.592,0.22,30,1027 10:34:49,刺网
20011,24.526,118.592,0.0,61,1027 10:24:47,刺网
20011,24.526,118.592,0.22,307,1027 10:14:49,刺网
20011,24.526,118.592,0.11,124,1027 10:04:56,刺网
20011,24.526,118.592,0.11,0,1027 09:54:41,刺网
20011,24.526,118.592,0.11,40,1027 09:44:45,刺网
20011,24.526,118.592,0.11,91,1027 09:34:43,刺网
20011,24.526,118.592,0.32,0,1027 09:24:38,刺网
20011,24.526,118.592,0.22,151,1027 08:54:35,刺网
20011,24.526,118.592,0.11,190,1027 08:44:38,刺网
20011,24.526,118.592,0.32,185,1027 08:34:38,刺网
20011,24.526,118.592,0.32,185,1027 08:24:44,刺网
20011,24.526,118.592,0.11,153,1027 08:14:36,刺网
20011,24.526,118.592,0.32,119,1027 08:04:56,刺网
20011,24.526,118.592,0.11,168,1027 07:54:45,刺网
20011,24.526,118.592,0.32,169,1027 07:44:33,刺网
20011,24.526,118.592,0.32,0,1027 07:34:32,刺网
20011,24.526,118.592,0.32,0,1027 07:24:43,刺网
20011,24.526,118.592,0.22,0,1027 07:14:27,刺网
20011,24.526,118.592,0.32,0,1027 07:04:27,刺网
20011,24.526,118.592,0.22,137,1027 06:54:25,刺网
20011,24.526,118.592,0.11,0,1027 06:44:28,刺网
20011,24.526,118.592,0.32,91,1027 06:34:26,刺网
20011,24.526,118.592,0.32,346,1027 06:24:25,刺网
20011,24.526,118.592,0.11,318,1027 06:14:24,刺网
20011,24.526,118.592,0.11,0,1027 06:04:22,刺网
20011,24.526,118.592,0.0,0,1027 05:54:22,刺网
20011,24.526,118.592,0.22,152,1027 05:44:22,刺网
20011,24.526,118.592,0.22,336,1027 05:34:22,刺网
20011,24.526,118.592,0.0,114,1027 05:24:19,刺网
20011,24.526,118.592,0.11,314,1027 05:04:18,刺网
20011,24.526,118.592,0.32,170,1027 04:54:30,刺网
20011,24.526,118.592,0.32,170,1027 04:44:17,刺网
20011,24.526,118.592,0.22,0,1027 04:34:17,刺网
20011,24.526,118.592,0.22,0,1027 04:24:14,刺网
20011,24.526,118.592,0.32,0,1027 04:04:14,刺网
20011,24.526,118.592,0.11,0,1027 03:54:14,刺网
20011,24.526,118.592,0.11,215,1027 03:44:15,刺网
20011,24.526,118.592,0.0,124,1027 03:34:13,刺网
20011,24.526,118.592,0.32,325,1027 03:24:13,刺网
20011,24.526,118.592,0.11,0,1027 03:14:12,刺网
20011,24.526,118.592,0.22,0,1027 03:04:13,刺网
20011,24.526,118.592,0.32,0,1027 02:54:11,刺网
20011,24.526,118.592,0.0,293,1027 02:44:41,刺网
20011,24.526,118.592,0.32,71,1027 02:34:10,刺网
20011,24.526,118.592,0.11,0,1027 02:24:11,刺网
20011,24.526,118.592,0.22,259,1027 02:14:09,刺网
20011,24.526,118.592,0.22,0,1027 02:04:34,刺网
20011,24.526,118.592,0.22,0,1027 02:04:10,刺网
20011,24.526,118.592,0.22,0,1027 01:54:09,刺网
20011,24.526,118.592,0.32,175,1027 01:44:08,刺网
20011,24.526,118.592,0.22,0,1027 01:34:07,刺网
20011,24.526,118.592,0.11,0,1027 01:24:07,刺网
20011,24.526,118.592,0.11,0,1027 01:14:08,刺网
20011,24.527,118.592,0.11,0,1027 01:04:08,刺网
20011,24.526,118.592,0.22,277,1027 00:54:04,刺网
20011,24.526,118.592,0.11,0,1027 00:44:06,刺网
20011,24.526,118.592,0.22,182,1027 00:34:05,刺网
20011,24.527,118.592,0.22,0,1027 00:24:05,刺网
20011,24.526,118.592,0.22,0,1027 00:14:02,刺网
20011,24.526,118.592,0.22,146,1027 00:04:30,刺网
20011,24.527,118.592,0.0,71,1026 23:53:59,刺网
20011,24.526,118.592,0.32,61,1026 23:44:01,刺网
20011,24.526,118.592,0.22,10,1026 23:33:59,刺网
20011,24.526,118.592,0.32,0,1026 23:24:25,刺网
20011,24.527,118.592,0.11,106,1026 23:13:56,刺网
20011,24.526,118.592,0.0,0,1026 23:03:55,刺网
20011,24.526,118.592,0.22,330,1026 22:53:54,刺网
20011,24.526,118.592,0.22,81,1026 22:43:51,刺网
20011,24.526,118.592,0.22,168,1026 22:23:53,刺网
20011,24.526,118.592,0.32,71,1026 22:13:53,刺网
20011,24.526,118.592,0.32,203,1026 22:03:54,刺网
20011,24.526,118.592,0.0,294,1026 21:53:53,刺网
20011,24.526,118.592,0.32,71,1026 21:43:52,刺网
20011,24.526,118.592,0.32,319,1026 21:33:50,刺网
20011,24.526,118.592,0.11,319,1026 21:23:50,刺网
20011,24.526,118.592,0.32,0,1026 21:13:50,刺网
20011,24.526,118.592,0.0,104,1026 21:03:49,刺网
20011,24.526,118.592,0.22,298,1026 20:53:47,刺网
20011,24.526,118.592,0.22,140,1026 20:43:46,刺网
20011,24.526,118.592,0.11,286,1026 20:33:47,刺网
20011,24.526,118.592,0.32,140,1026 20:23:45,刺网
20011,24.526,118.592,0.0,335,1026 20:13:45,刺网
20011,24.526,118.592,0.32,156,1026 20:03:45,刺网
20011,24.526,118.592,0.32,0,1026 19:53:58,刺网
20011,24.526,118.592,0.32,0,1026 19:53:44,刺网
20011,24.526,118.592,0.22,150,1026 19:43:44,刺网
20011,24.526,118.592,0.11,0,1026 19:33:42,刺网
20011,24.526,118.592,0.22,345,1026 19:23:44,刺网
20011,24.526,118.592,0.22,263,1026 19:13:41,刺网
20011,24.526,118.592,0.0,0,1026 19:03:41,刺网
20011,24.526,118.592,0.0,40,1026 18:53:40,刺网
20011,24.526,118.592,0.11,10,1026 18:44:10,刺网
20011,24.526,118.592,0.11,10,1026 18:44:06,刺网
20011,24.526,118.592,0.32,116,1026 18:23:35,刺网
20011,24.526,118.592,0.11,0,1026 18:03:40,刺网
20011,24.526,118.592,0.0,121,1026 17:53:38,刺网
20011,24.526,118.592,0.22,0,1026 17:43:37,刺网
20011,24.526,118.592,0.32,334,1026 17:33:37,刺网
20011,24.526,118.592,0.32,0,1026 17:23:38,刺网
20011,24.526,118.592,0.0,164,1026 17:13:35,刺网
20011,24.526,118.592,0.22,0,1026 17:03:36,刺网
20011,24.526,118.592,0.11,218,1026 16:53:33,刺网
20011,24.526,118.592,0.32,0,1026 16:43:34,刺网
20011,24.526,118.592,0.22,161,1026 16:33:34,刺网
20011,24.526,118.592,0.11,153,1026 16:23:33,刺网
20011,24.526,118.592,0.22,166,1026 16:13:33,刺网
20011,24.526,118.592,0.22,0,1026 16:03:32,刺网
20011,24.526,118.592,0.22,124,1026 15:53:30,刺网
20011,24.526,118.592,0.32,159,1026 15:43:29,刺网
20011,24.526,118.592,0.11,0,1026 15:33:29,刺网
20011,24.526,118.592,0.0,177,1026 15:23:56,刺网
20011,24.526,118.592,0.22,0,1026 15:13:57,刺网
20011,24.526,118.592,0.22,0,1026 15:13:53,刺网
20011,24.526,118.592,0.0,330,1026 14:53:23,刺网
20011,24.526,118.592,0.32,331,1026 14:43:24,刺网
20011,24.526,118.592,0.22,140,1026 14:33:25,刺网
20011,24.526,118.592,0.32,324,1026 14:23:38,刺网
20011,24.526,118.592,2.59,314,1026 14:03:23,刺网
20011,24.526,118.592,0.32,192,1026 13:53:21,刺网
20011,24.526,118.592,0.32,0,1026 13:43:22,刺网
20011,24.526,118.592,0.32,241,1026 13:33:20,刺网
20011,24.526,118.592,0.0,207,1026 13:23:21,刺网
20011,24.526,118.592,0.32,120,1026 13:13:22,刺网
20011,24.526,118.592,0.11,0,1026 13:03:20,刺网
20011,24.526,118.592,0.32,0,1026 12:53:18,刺网
20011,24.526,118.592,0.32,159,1026 12:43:42,刺网
20011,24.526,118.592,0.22,0,1026 12:23:18,刺网
20011,24.526,118.592,0.32,309,1026 12:03:16,刺网
20011,24.526,118.592,0.32,161,1026 11:53:17,刺网
20011,24.526,118.592,0.22,103,1026 11:43:41,刺网
20011,24.526,118.592,0.11,61,1026 11:33:17,刺网
20011,24.526,118.592,0.32,61,1026 11:23:27,刺网
20011,24.526,118.592,0.32,290,1026 11:13:16,刺网
20011,24.526,118.592,0.22,0,1026 11:03:17,刺网
20011,24.526,118.592,0.22,107,1026 10:53:33,刺网
20011,24.526,118.592,0.11,229,1026 10:43:44,刺网
20011,24.526,118.592,0.0,120,1026 10:33:24,刺网
20011,24.526,118.592,0.22,0,1026 10:23:23,刺网
20011,24.526,118.592,0.0,279,1026 10:13:36,刺网
20011,24.526,118.592,0.22,0,1026 09:53:11,刺网
20011,24.526,118.592,0.11,271,1026 09:33:13,刺网
20011,24.526,118.592,0.11,297,1026 09:23:25,刺网
20011,24.526,118.592,0.0,132,1026 08:52:58,刺网
20011,24.526,118.592,0.11,91,1026 08:43:25,刺网
20011,24.526,118.592,0.0,20,1026 08:33:03,刺网
20011,24.526,118.592,0.11,2,1026 08:23:04,刺网
20011,24.526,118.592,0.11,91,1026 08:13:03,刺网
20011,24.526,118.592,0.11,101,1026 08:03:00,刺网
20011,24.526,118.592,0.22,20,1026 07:53:00,刺网
20011,24.526,118.592,0.11,0,1026 07:42:57,刺网
20011,24.526,118.592,1.19,71,1026 07:32:56,刺网
20011,24.526,118.592,0.0,354,1026 07:22:54,刺网
20011,24.526,118.592,0.22,116,1026 07:12:54,刺网
20011,24.526,118.592,0.32,0,1026 07:02:53,刺网
20011,24.526,118.592,0.0,0,1026 06:53:04,刺网
20011,24.526,118.592,0.11,114,1026 06:42:53,刺网
20011,24.526,118.592,0.0,102,1026 06:32:51,刺网
20011,24.526,118.592,0.32,0,1026 06:23:05,刺网
20011,24.526,118.592,0.32,186,1026 06:12:49,刺网
20011,24.526,118.592,0.11,204,1026 06:02:48,刺网
20011,24.526,118.592,0.11,0,1026 05:52:49,刺网
20011,24.526,118.592,0.11,0,1026 05:52:47,刺网
20011,24.526,118.592,0.0,342,1026 05:32:49,刺网
20011,24.526,118.592,0.32,335,1026 05:22:48,刺网
20011,24.526,118.592,0.32,164,1026 05:12:46,刺网
20011,24.526,118.592,0.0,135,1026 05:02:46,刺网
20011,24.526,118.592,0.0,286,1026 04:52:42,刺网
20011,24.526,118.592,0.0,295,1026 04:42:45,刺网
20011,24.526,118.592,0.11,349,1026 04:32:43,刺网
20011,24.526,118.592,0.0,128,1026 04:22:41,刺网
20011,24.526,118.592,0.0,0,1026 04:12:38,刺网
20011,24.526,118.592,0.0,0,1026 04:02:41,刺网
20011,24.526,118.592,0.11,0,1026 03:52:37,刺网
20011,24.526,118.592,0.22,0,1026 03:42:38,刺网
20011,24.526,118.592,0.0,319,1026 03:32:37,刺网
20011,24.526,118.592,0.11,0,1026 03:22:34,刺网
20011,24.526,118.592,0.11,314,1026 03:02:37,刺网
20011,24.526,118.592,0.22,321,1026 02:52:33,刺网
20011,24.526,118.592,0.32,216,1026 02:42:32,刺网
20011,24.526,118.592,0.22,320,1026 02:32:34,刺网
20011,24.526,118.592,0.0,0,1026 02:22:33,刺网
20011,24.526,118.592,0.22,299,1026 02:12:29,刺网
20011,24.526,118.592,0.11,239,1026 01:52:29,刺网
20011,24.526,118.592,0.22,0,1026 01:32:27,刺网
20011,24.526,118.592,0.22,0,1026 01:22:28,刺网
20011,24.526,118.592,0.0,0,1026 01:12:34,刺网
20011,24.526,118.592,0.32,0,1026 01:02:54,刺网
20011,24.526,118.592,0.0,0,1026 00:52:25,刺网
20011,24.526,118.592,0.22,0,1026 00:42:24,刺网
20011,24.526,118.592,0.32,171,1026 00:32:55,刺网
20011,24.526,118.592,0.22,156,1026 00:22:31,刺网
20011,24.526,118.592,0.11,204,1026 00:12:28,刺网
20011,24.526,118.592,0.11,142,1026 00:02:24,刺网
20011,24.526,118.592,0.32,0,1025 23:52:33,刺网
20011,24.526,118.592,0.32,0,1025 23:42:23,刺网
20011,24.526,118.592,0.11,0,1025 23:32:22,刺网
20011,24.526,118.592,0.11,134,1025 23:22:24,刺网
20011,24.526,118.592,0.22,0,1025 23:12:20,刺网
20011,24.526,118.592,0.32,0,1025 23:02:21,刺网
20011,24.526,118.592,0.0,0,1025 22:52:18,刺网
20011,24.526,118.592,0.11,0,1025 22:42:15,刺网
20011,24.526,118.592,0.32,0,1025 22:22:14,刺网
20011,24.526,118.592,0.22,91,1025 22:02:18,刺网
20011,24.526,118.592,0.32,113,1025 21:52:16,刺网
20011,24.526,118.592,0.22,284,1025 21:42:15,刺网
20011,24.526,118.592,0.22,142,1025 21:32:15,刺网
20011,24.526,118.592,0.32,0,1025 21:22:14,刺网
20011,24.526,118.592,0.0,10,1025 21:12:15,刺网
20011,24.526,118.592,0.22,0,1025 21:02:13,刺网
20011,24.526,118.592,0.22,168,1025 20:52:11,刺网
20011,24.526,118.592,0.0,0,1025 20:42:12,刺网
20011,24.526,118.592,0.22,0,1025 20:32:17,刺网
