渔船ID,lat,lon,速度,方向,time,type
20005,24.876,118.949,0.32,137,0930 23:59:29,拖网
20005,24.876,118.949,0.11,202,0930 23:49:41,拖网
20005,24.876,118.949,0.32,110,0930 23:29:26,拖网
20005,24.876,118.949,0.32,0,0930 23:19:26,拖网
20005,24.876,118.949,0.11,71,0930 23:09:25,拖网
20005,24.876,118.949,0.22,0,0930 22:59:25,拖网
20005,24.876,118.949,0.22,290,0930 22:50:08,拖网
20005,24.876,118.949,0.11,0,0930 22:39:31,拖网
20005,24.876,118.949,0.22,114,0930 22:29:29,拖网
20005,24.876,118.949,0.0,0,0930 22:18:50,拖网
20005,24.876,118.949,0.0,270,0930 22:10:07,拖网
20005,24.876,118.949,0.0,10,0930 21:48:51,拖网
20005,24.876,118.949,0.11,331,0930 21:39:20,拖网
20005,24.876,118.949,0.32,115,0930 21:29:17,拖网
20005,24.876,118.949,0.11,91,0930 21:19:18,拖网
20005,24.876,118.948,0.11,0,0930 21:09:18,拖网
20005,24.876,118.949,0.11,326,0930 20:59:16,拖网
20005,24.876,118.949,0.0,0,0930 20:49:16,拖网
20005,24.876,118.949,0.11,0,0930 20:40:13,拖网
20005,24.876,118.949,0.0,0,0930 20:19:11,拖网
20005,24.876,118.949,0.11,0,0930 20:09:20,拖网
20005,24.876,118.949,0.0,0,0930 19:49:03,拖网
20005,24.876,118.949,0.11,0,0930 19:38:34,拖网
20005,24.876,118.949,0.11,0,0930 19:29:18,拖网
20005,24.876,118.949,0.32,306,0930 19:19:27,拖网
20005,24.876,118.949,0.11,0,0930 19:09:12,拖网
20005,24.876,118.949,0.11,0,0930 18:49:12,拖网
20005,24.876,118.949,0.0,0,0930 18:39:12,拖网
20005,24.876,118.949,0.11,0,0930 18:29:12,拖网
20005,24.876,118.949,0.0,0,0930 18:19:01,拖网
20005,24.876,118.949,0.32,10,0930 18:09:24,拖网
20005,24.876,118.949,0.22,0,0930 17:59:03,拖网
20005,24.876,118.949,0.22,0,0930 17:49:07,拖网
20005,24.876,118.949,0.32,0,0930 17:41:01,拖网
20005,24.876,118.949,0.11,0,0930 17:18:58,拖网
20005,24.876,118.949,0.11,0,0930 17:08:57,拖网
20005,24.876,118.949,0.11,0,0930 16:59:02,拖网
20005,24.876,118.949,0.11,0,0930 16:48:56,拖网
20005,24.876,118.949,0.22,138,0930 16:38:57,拖网
20005,24.876,118.949,0.32,61,0930 16:28:52,拖网
20005,24.876,118.949,0.11,0,0930 16:08:54,拖网
20005,24.876,118.949,0.22,0,0930 15:48:22,拖网
20005,24.876,118.949,0.0,0,0930 15:38:51,拖网
20005,24.876,118.949,0.11,0,0930 15:28:51,拖网
20005,24.876,118.949,0.11,0,0930 15:18:17,拖网
20005,24.876,118.949,0.11,0,0930 15:08:49,拖网
20005,24.876,118.949,0.0,0,0930 14:58:48,拖网
20005,24.876,118.949,0.11,0,0930 14:48:47,拖网
20005,24.876,118.949,0.0,0,0930 14:38:46,拖网
20005,24.876,118.949,0.0,0,0930 14:28:46,拖网
20005,24.876,118.949,0.0,297,0930 14:18:44,拖网
20005,24.876,118.949,0.0,0,0930 14:08:46,拖网
20005,24.876,118.949,0.22,156,0930 13:58:46,拖网
20005,24.876,118.949,0.11,118,0930 13:48:44,拖网
20005,24.876,118.949,0.0,0,0930 13:38:44,拖网
20005,24.876,118.949,0.0,110,0930 13:28:42,拖网
20005,24.876,118.949,0.0,61,0930 13:18:44,拖网
20005,24.876,118.949,0.0,0,0930 13:08:43,拖网
20005,24.876,118.949,0.0,0,0930 12:58:43,拖网
20005,24.876,118.949,0.32,198,0930 12:48:54,拖网
20005,24.876,118.949,0.11,172,0930 12:27:55,拖网
20005,24.876,118.949,0.0,314,0930 12:18:39,拖网
20005,24.876,118.949,0.0,274,0930 12:08:52,拖网
20005,24.876,118.949,0.32,140,0930 11:58:07,拖网
20005,24.876,118.949,0.0,121,0930 11:48:38,拖网
20005,24.877,118.949,0.22,91,0930 11:38:37,拖网
20005,24.876,118.949,0.32,61,0930 11:28:37,拖网
20005,24.876,118.949,0.22,108,0930 11:18:05,拖网
20005,24.876,118.949,0.22,91,0930 11:08:36,拖网
20005,24.876,118.949,0.0,0,0930 10:48:35,拖网
20005,24.876,118.949,0.32,0,0930 10:38:34,拖网
20005,24.876,118.949,0.32,0,0930 10:28:33,拖网
20005,24.876,118.949,0.0,0,0930 10:18:32,拖网
20005,24.876,118.949,0.11,0,0930 10:08:31,拖网
20005,24.876,118.949,0.22,0,0930 09:57:48,拖网
20005,24.876,118.949,0.11,0,0930 09:48:30,拖网
20005,24.876,118.949,0.32,187,0930 09:39:45,拖网
20005,24.876,118.949,0.32,50,0930 09:18:29,拖网
20005,24.876,118.949,0.11,0,0930 09:08:29,拖网
20005,24.876,118.949,0.11,0,0930 08:58:28,拖网
20005,24.876,118.949,0.11,0,0930 08:47:56,拖网
20005,24.876,118.949,0.0,0,0930 08:38:27,拖网
20005,24.876,118.949,0.11,149,0930 08:28:25,拖网
20005,24.876,118.949,0.0,107,0930 08:18:25,拖网
20005,24.876,118.949,0.22,213,0930 08:08:26,拖网
20005,24.876,118.949,0.32,0,0930 07:58:25,拖网
20005,24.876,118.949,0.32,0,0930 07:49:12,拖网
20005,24.876,118.949,0.11,91,0930 07:28:58,拖网
20005,24.891,118.956,0.22,0,0930 07:18:24,拖网
20005,24.881,118.939,0.32,1,0930 07:09:26,拖网
20005,24.876,118.949,0.0,296,0930 06:48:30,拖网
20005,24.876,118.949,0.0,302,0930 06:38:27,拖网
20005,24.876,118.949,0.32,301,0930 06:28:24,拖网
20005,24.876,118.949,0.22,293,0930 06:18:17,拖网
20005,24.876,118.949,0.32,290,0930 06:08:21,拖网
20005,24.876,118.949,0.0,298,0930 05:58:23,拖网
20005,24.876,118.949,0.11,297,0930 05:48:25,拖网
20005,24.876,118.949,0.11,289,0930 05:38:19,拖网
20005,24.876,118.949,0.11,310,0930 05:28:16,拖网
20005,24.876,118.949,0.22,297,0930 05:18:21,拖网
20005,24.876,118.949,0.32,132,0930 04:57:31,拖网
20005,24.876,118.949,0.22,322,0930 04:48:20,拖网
20005,24.876,118.949,0.22,331,0930 04:28:11,拖网
20005,24.876,118.949,0.0,342,0930 04:18:36,拖网
20005,24.876,118.949,0.11,349,0930 03:58:07,拖网
20005,24.876,118.949,0.0,163,0930 03:48:05,拖网
20005,24.876,118.949,0.22,202,0930 03:38:04,拖网
20005,24.876,118.949,0.22,152,0930 03:28:04,拖网
20005,24.876,118.949,0.11,200,0930 03:18:03,拖网
20005,24.876,118.949,0.11,182,0930 03:08:05,拖网
20005,24.876,118.949,0.11,91,0930 02:58:03,拖网
20005,24.876,118.949,0.0,158,0930 02:48:01,拖网
